Lista_Unique_identifiers,Summary_EN,Summary_ES
115999,"Coadministration has not been studied. Based on limited data concerning metabolism, elimination and toxicity of nifurtimox, there is little potential for interaction, although due to the lack of data, vigilance is required if administering nifurtimox with antiretrovirals. Nifurtimox appears to be biotransformed partially at a cytochrome P450 level but mostly by NADPH P450 reductase, with <1% of a dose excreted unchanged via the kidneys. No interaction is expected with dolutegravir and there is little potential for an interaction with lamivudine via competition for renal elimination pathways.",""
116000,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Paromomycin is not metabolized and is eliminated unchanged by renal glomerular filtration. No interaction with dolutegravir is expected and there is little potential for an interaction via competition with lamivudine for active renal transport mechanisms.,""
116001,"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. The exact metabolic pathway of pentamidine has not been clearly established. Data from animal studies suggest the involvement of CYPs 1A1, 2D6 and 2C19 in the oxidative metabolism of pentamidine. Dolutegravir is not expected to inhibit or induce CYP450 enzymes at clinically relevant concentrations. No interaction is expected with lamivudine.",""
116002,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Piperaquine is mainly metabolized by CYP3A4 and is a modest inhibitor of CYP3A4. A clinically significant interaction with dolutegravir is unlikely as CYP3A4 plays a minor role in dolutegravir metabolism and dolutegravir is not expected to inhibit or induce CYP450 enzymes at clinically relevant concentrations. No interaction is expected with lamivudine.,""
116003,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Primaquine is metabolised mainly through a non-CYP mediated mechanism and only a small fraction of the drug is believed to be metabolised through CYP450. Dolutegravir is not expected to inhibit or induce CYP450 enzymes at clinically relevant concentrations. No interaction is expected with lamivudine.,""
116004,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Proguanil is partly excreted unchanged and partly metabolized to its more active metabolite cycloguanil by CYP2C19 and to a lesser extent by CYP3A4. Dolutegravir is not expected to inhibit or induce CYP450 enzymes at clinically relevant concentrations. No interaction is expected with lamivudine.,""
116005,Coadministration has not been studied. No interaction is expected with dolutegravir but in vitro data suggest that pyrimethamine inhibits the renal transporters OCT2 and MATE1 and may increase concentrations of lamivudine. No a priori dosage adjustment is recommended in patients with normal renal function.,""
116007,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Elimination of sodium stibogluconate is predominantly via renal glomerular filtration. No interaction is expected with dolutegravir. Renal elimination of sodium stibogluconate has been found to be similar to the rate of glomerular filtration and there is little potential for an interaction with lamivudine via competition for active renal transport mechanisms.,""
116008,"Coadministration has not been studied. Sulfadoxine is rarely used alone, but is usually given in combination with pyrimethamine. No interaction is expected with dolutegravir, however, in vitro data suggest that pyrimethamine inhibits the renal transporters OCT2 and MATE1 and may increase concentrations of lamivudine. No a priori dosage adjustment is recommended in patients with normal renal function.",""
116009,"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Amisulpride is weakly metabolized and is primarily eliminated renally, possibly via OCT. In vitro data indicate that dolutegravir inhibits OCT2 but is unlikely to cause a clinically relevant drug interaction with amisulpride. There is little potential for an interaction with lamivudine via competition for active renal transport mechanisms given the possible limited role of OCT in amisulpride’s elimination.",""
116010,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Aripiprazole is metabolized by CYP3A4 and CYP2D6. Dolutegravir is not expected to inhibit or induce CYP450 enzymes at clinically relevant concentrations. No interaction is expected with lamivudine.,""
116011,"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Asenapine is metabolized by glucuronidation (UGT1A4) and oxidative metabolism (CYP1A2 (major) and CYP3A4, 2D6 (minor)). Dolutegravir is not expected to inhibit or induce CYP450 or UGT enzymes at clinically relevant concentrations. No interaction is expected with lamivudine.",""
116012,"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Chlorpromazine is metabolized mainly by CYP2D6, but also by CYP1A2. Dolutegravir is not expected to inhibit or induce CYP450 enzymes at clinically relevant concentrations. No interaction is expected with lamivudine.",""
116013,"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Clozapine is metabolized by CYPs 1A2, 2C19, 3A4, and to a lesser extent by CYPs 2C9 and 2D6. Dolutegravir is not expected to inhibit or induce CYP450 enzymes at clinically relevant concentrations. No interaction is expected with lamivudine.",""
116015,"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Haloperidol has a complex metabolism as it undergoes glucuronidation (UGT2B7>1A4, 1A9), carbonyl reduction as well as oxidative metabolism (CYP3A4, 2D6). Dolutegravir is not expected to inhibit or induce CYP450 or UGT enzymes at clinically relevant concentrations. No interaction is expected with lamivudine.",""
116016,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Iloperidone is metabolised by CYP3A4 and CYP2D6. Dolutegravir is not expected to inhibit or induce CYP450 enzymes at clinically relevant concentrations. No interaction is expected with lamivudine.,""
116017,"Coadministration has not been studied, but based on metabolism and clearance a clinically significant interaction is unlikely. Levomepromazine is metabolised by CYP2D6. Dolutegravir is not expected to inhibit or induce CYP450 enzymes at clinically relevant concentrations. No interaction is expected with lamivudine.",""
116018,"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Olanzapine is metabolized mainly by CYP1A2, but also by glucuronidation (UGT1A4). Dolutegravir is not expected to inhibit or induce CYP450 or UGT enzymes at clinically relevant concentrations. No interaction is expected with lamivudine.",""
116019,"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Paliperidone is primarily eliminated renally (possibly OCT), with minimal metabolism occurring via CYP2D6 and CYP3A4. Dolutegravir is not expected to inhibit or induce CYP450 enzymes at clinically relevant concentrations. In vitro data indicate that dolutegravir inhibits OCT2 but is unlikely to cause a clinically relevant drug interaction with paliperidone. There is little potential for an interaction with lamivudine via competition for active renal transport mechanisms given the possible limited role of OCT in paliperidone’s elimination.",""
116020,"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Perazine is demethylated by CYP3A4 and to a lesser extent by CYP2C9, and oxidated by FMO3. Dolutegravir is not expected to inhibit or induce CYP450 enzymes at clinically relevant concentrations. No interaction is expected with lamivudine.",""
116021,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. The metabolism of periciazine has not been well characterized but is likely to involve CYP2D6. Dolutegravir is not expected to inhibit or induce CYP450 enzymes at clinically relevant concentrations. No interaction is expected with lamivudine.,""
116022,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Perphenazine is metabolized by CYP2D6. Dolutegravir is not expected to inhibit or induce CYP450 enzymes at clinically relevant concentrations. No interaction is expected with lamivudine.,""
116030,"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Approximately two thirds of ziprasidone metabolic clearance is by reduction, with less than one third by CYP enzymes (mainly CYP3A4). Dolutegravir is not expected to inhibit or induce CYP450 enzymes at clinically relevant concentrations. No interaction is expected with lamivudine.",""
116031,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Zotepine is mainly metabolized by CYP3A4 and to a lesser extent CYP1A2 and CYP2D6. Dolutegravir undergoes only minimal metabolism via CYP3A4 and does not inhibit or induce CYPs. No interaction is expected with lamivudine.,""
116032,"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Zuclopenthixol is metabolized by sulphoxidation, N-dealkylation (by CYP2D6 and CYP3A4) and glucuronidation. Dolutegravir is not expected to inhibit or induce CYP450 or UGT enzymes at clinically relevant concentrations. No interaction is expected with lamivudine.",""
116088,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Simeprevir is metabolized by CYP3A4. Dolutegravir is mainly metabolised by UGT1A1 with limited CYP3A4 involvement. Dolutegravir is not expected to inhibit or induce CYP450 or UGT enzymes at clinically relevant concentrations. No interaction is expected with lamivudine.,""
123652,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Telmisartan is mainly glucuronidated by UGT1A3. Cabotegravir and rilpivirine do not inhibit or induce UGT enzymes at clinically relevant concentrations.,""
123653,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Temazepam is mainly glucuronidated. Cabotegravir and rilpivirine do not inhibit or induce UGT enzymes at clinically relevant concentrations.,""
123654,Coadministration has not been studied. Temsirolimus is metabolized by CYP3A4. Cabotegravir was shown to have no impact on midazolam (a sensitive CYP3A4 substrate) in healthy volunteers. Rilpivirine does not inhibit or induce CYP3A4 at clinically relevant concentrations. Temsirolimus inhibits CYP3A4 and may increase rilpivirine although to a limited extent. No dose adjustment is required. No effect is expected on cabotegravir as it is mainly metabolized by UGT1A1 and to a lesser extent by UGT1A9.,""
116083,"Coadministration has not been studied. Coadministration of ombitasvir/paritaprevir/ritonavir + dasabuvir and dolutegravir alone (50 mg once daily) or abacavir/lamivudine alone (600/300 mg once daily) was studied in 12 HIV/HCV-negative subjects and had no clinically significant effect on the pharmacokinetics of ombitasvir, paritaprevir, ritonavir, dasabuvir, dolutegravir or lamivudine. No dose adjustment is required.",""
123655,"Coadministration with intramuscular cabotegravir and rilpivirine has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Coadministration of oral rilpivirine (25 mg once daily) and tenofovir alafenamide (25 mg once daily) had no significant effect on the pharmacokinetics of rilpivirine (AUC and Cmin increased by 1% and 13%, Cmax decreased by 7%). Tenofovir alafenamide Cmax and AUC were unchanged. Tenofovir Cmax, AUC and Cmin increased by 13%, 11% and 18%, respectively. No dose adjustment of tenofovir alafenamide or oral rilpivirine is required. Similarly, no dose adjustment is needed with intramuscular rilpivirine and cabotegravir.",""
116179,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Gemcitabine is metabolized in the liver by cytidine deaminase to an inactive metabolite. No interaction is expected with dolutegravir or lamivudine.,""
116052,"Dovato (dolutegravir/lamivudine) is indicated for use as a complete regimen for the treatment of HIV-1 infection. Dovato contains lamivudine and should not be taken with medicinal products containing emtricitabine due to the risk for intracellular interactions between cytidine analogues, such as lamivudine and emtricitabine.",""
116070,Coadministration has not been studied but based on the metabolism and clearance a clinically significant interaction is unlikely. Aciclovir is eliminated renally via glomerular filtration and active renal secretion by OAT1. Dolutegravir is not expected to inhibit this renal transporter and lamivudine is eliminated by different renal transporters.,""
116071,"Coadministration with dolutegravir/lamivudine has not been studied but based on the metabolism and clearance a clinically significant interaction is unlikely. Adefovir is eliminated renally via glomerular filtration and active renal secretion by OAT1. Dolutegravir is not expected to inhibit this renal transporter. Coadministration of adefovir dipivoxil (10 mg) and lamivudine (100 mg) did not alter the pharmacokinetic profile of either drug. However, as adefovir is nephrotoxic, renal function should be monitored.",""
116072,"Coadministration has not been studied. Amantadine is mainly eliminated in the kidney by glomerular filtration and active secretion via OCT2. There is potential for dolutegravir to increase amantadine exposure via inhibition of OCT2 but the clinical relevance of this is unknown. There is potential for competition with lamivudine for active renal transport mechanisms, which may lead to increased levels of either drug.",""
116074,Coadministration has not been studied but based on the metabolism and clearance a clinically significant interaction is unlikely. Cidofovir is eliminated renally via glomerular filtration and active renal secretion by OAT1 and OAT3. Dolutegravir is not expected to inhibit these renal transporters. No interaction is expected with lamivudine.,""
116077,"Coadministration with dolutegravir/lamivudine has not been studied but based on the metabolism and clearance a clinically significant interaction is unlikely. Entecavir is eliminated renally via glomerular filtration and active renal secretion by both organic anions and cations transporters. Dolutegravir is not expected to inhibit OATs. In vitro data indicate that dolutegravir inhibits OCT, but is unlikely to cause a clinically relevant drug interaction with entecavir. No pharmacokinetic interactions were observed between entecavir and lamivudine.",""
116078,"Coadministration has not been studied but based on the metabolism and clearance a clinically significant interaction is unlikely. Famciclovir is converted to penciclovir by aldehyde oxidase which is then eliminated in the urine, possibly by OAT1. Dolutegravir is not expected to inhibit this renal transporter and lamivudine is eliminated by different transporters.",""
116080,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Ganciclovir is primarily eliminated by the kidney and in vitro data suggest that it is a substrate of the renal transporter OAT1. Dolutegravir is not expected to inhibit this renal transporter and lamivudine is eliminated by different transporters.,""
116136,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Salmeterol is metabolized by CYP3A4. Dolutegravir is not expected to inhibit or induce CYP450 enzymes at clinically relevant concentrations. No interaction is expected with lamivudine.,""
116068,"Dovato (dolutegravir/lamivudine) is indicated for use as a complete regimen for the treatment of HIV 1 infection. If intensification of HIV treatment is needed, alternatives to saquinavir should be considered.&nbsp;",""
116101,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Clorazepate is rapidly converted to nordiazepam which is then metabolized to oxazepam by CYP3A4. Dolutegravir is not expected to inhibit or induce CYP450 enzymes at clinically relevant concentrations. No interaction is expected with lamivudine.,""
116102,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Diazepam is metabolized to nordiazepam (by CYP3A4 and 2C19) and to temazepam (mainly by CYP3A4). Dolutegravir is not expected to inhibit or induce CYP450 enzymes at clinically relevant concentrations. No interaction is expected with lamivudine.,""
116075,"Coadministration with dolutegravir/lamivudine has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Coadministration of dolutegravir (50 mg once daily) and daclatasvir (60 mg once daily) had no significant effect on daclatasvir AUC (2% decrease), Cmax (3% increase) or Cmin (6% increase). There was no clinically relevant change in dolutegravir exposure (AUC, Cmax and Cmin increased by 33%, 29% and 45%, respectively). No interaction with lamivudine is expected.",""
116082,"Coadministration with dolutegravir/lamivudine has not been studied. Although concentrations of dolutegravir may increase due to inhibition of P-gp and BCRP by ledipasvir, any increase is unlikely to be clinically significant. Coadministration of lamivudine (in combination with abacavir) and ledipasvir/sofosbuvir had no effect on the pharmacokinetic parameters of lamivudine, ledipasvir or sofosbuvir. Lamivudine Cmax and AUC decreased by 7% and 6% and Cmin increased by 12%; abacavir Cmax and AUC decreased by 8% and 10%. Ledipasvir Cmax, AUC and Cmin increased by 10%, 18% and 26%; sofosbuvir Cmax and AUC increased by 8% and 21%; AUC and Cmin of GS-331007 increased by 5% and 8% with no change in Cmax. No dose adjustment is required.",""
116085,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Oseltamivir is converted to oseltamivir carboxylate by esterases. The latter is excreted in the urine by glomerular filtration and tubular secretion by OAT1. Dolutegravir is not expected to inhibit this renal transporter and lamivudine is eliminated by different transporters.,""
116087,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Rimantadine is both hydroxylated and glucuronidated. Dolutegravir is not expected to inhibit or induce CYP or UGT enzymes at clinically relevant concentrations. No interaction is expected with lamivudine.,""
116091,"Coadministration with dolutegravir/lamivudine has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. No clinically significant drug interactions have been observed with dolutegravir and sofosbuvir/velpatasvir and no additional effect is likely with the addition of voxilaprevir. Lamivudine is not expected to inhibit or induce any relevant metabolic enzymes or transporters of sofosbuvir, velpatasvir or voxilaprevir.",""
116094,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Valaciclovir is converted to aciclovir which is eliminated renally via glomerular filtration and active renal secretion by OAT1. Dolutegravir is not expected to inhibit this renal transporter and lamivudine is eliminated by different transporters.,""
116096,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Alprazolam is mainly metabolized by CYP3A4. Dolutegravir is not expected to inhibit or induce CYP450 enzymes at clinically relevant concentrations. No interaction is expected with lamivudine.,""
116097,"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Bromazepam undergoes oxidative biotransformation. Drug-drug interaction studies indicate that CYP3A4 plays a minor role in bromazepam metabolism, but other cytochromes such as CYP2D6 or CYP1A2 may also play a role. Dolutegravir is not expected to inhibit or induce CYP450 enzymes at clinically relevant concentrations. No interaction is expected with lamivudine.",""
116098,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Buspirone is metabolized by CYP3A4. Dolutegravir is not expected to inhibit or induce CYP450 enzymes at clinically relevant concentrations. No interaction is expected with lamivudine.,""
116092,"Coadministration with dolutegravir/lamivudine has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Telbivudine is eliminated primarily by urinary excretion as unchanged drug. The renal clearance of telbivudine approaches normal glomerular filtration rate, suggesting that filtration is the main mechanism of excretion. No interaction is expected with dolutegravir. Coadministration of telbivudine (200 mg once daily) and lamivudine (100 mg once daily) to 16 subjects had no significant effect on telbivudine Cmax and AUC (both increased by ~6%) or lamivudine Cmax and AUC (decreased by 14% and 1%). Although doses studied were lower than used in clinical practice, no interaction is expected at clinically relevant doses.",""
116103,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Estazolam is metabolized to its major metabolite 4-hydroxyestazolam via CYP3A4. Dolutegravir is not expected to inhibit or induce CYP450 enzymes at clinically relevant concentrations. No interaction is expected with lamivudine.,""
116104,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Flunitrazepam is metabolized mainly via CYP3A4 and CYP2C19. Dolutegravir is not expected to inhibit or induce CYP450 enzymes at clinically relevant concentrations. No interaction is expected with lamivudine.,""
116105,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. The metabolism of flurazepam is most likely CYP-mediated. Dolutegravir is not expected to inhibit or induce CYP450 enzymes at clinically relevant concentrations. No interaction is expected with lamivudine.,""
116106,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Hydroxyzine is partly metabolized by alcohol dehydrogenase and partly by CYP3A4. Dolutegravir is not expected to inhibit or induce CYP450 enzymes at clinically relevant concentrations. No interaction is expected with lamivudine.,""
116107,"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Lorazepam is mainly glucuronidated (by UGTs 2B15, 2B4, 2B7, 1A7, 1A10). Dolutegravir is mainly glucuronidated by UGT1A1 and is not expected to inhibit or induce UGTs at clinically relevant concentrations. No interaction is expected with lamivudine.",""
116108,"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Lormetazepam is mainly glucuronidated (possibly by UGTs 2B15, 1A9 and 2B7). Dolutegravir is mainly glucuronidated by UGT1A1 and is not expected to inhibit or induce UGTs at clinically relevant concentrations. No interaction is expected with lamivudine.",""
116111,"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Oxazepam is mainly glucuronidated (by UGTs 2B15, 1A9 and 2B7). Dolutegravir is mainly glucuronidated by UGT1A1 and is not expected to inhibit or induce UGTs at clinically relevant concentrations. No interaction is expected with lamivudine.",""
116112,"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Temazepam is mainly glucuronidated, but there is no evidence that temazepam is a substrate of UGT1A1, the major enzyme involved in dolutegravir metabolism. Dolutegravir is not expected to inhibit or induce UGTs at clinically relevant concentrations. No interaction is expected with lamivudine.",""
116113,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Triazolam is metabolized by CYP3A4. Dolutegravir is not expected to inhibit or induce CYP450 enzymes at clinically relevant concentrations. No interaction is expected with lamivudine.,""
116114,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Zaleplon is mainly metabolized by aldehyde oxidase and to a lesser extent CYP3A4. Dolutegravir is not expected to inhibit or induce CYP450 enzymes at clinically relevant concentrations. No interaction is expected with lamivudine.,""
116115,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Zolpidem is metabolized mainly by CYP3A4 and to a lesser extent by CYP2C9 and CYP1A2. Dolutegravir is not expected to inhibit or induce CYP450 enzymes at clinically relevant concentrations. No interaction is expected with lamivudine.,""
116116,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Zopiclone is metabolized mainly by CYP3A4 and to a lesser extent by CYP2C8. Dolutegravir is not expected to inhibit or induce CYP450 enzymes at clinically relevant concentrations. No interaction is expected with lamivudine.,""
116133,"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Olodaterol is metabolized by CYP2C8, CYP2C9, is glucuronidated via several UGTs, and is a substrate of P-gp. Dolutegravir is not expected to inhibit or induce CYP450 enzymes at clinically relevant concentrations. No interaction is expected with lamivudine.",""
116117,"Coadministration has not been studied. Atenolol is mainly eliminated by the kidney, both by glomerular filtration and active secretion via the renal transporters OCT2 and MATE1. There is potential for dolutegravir to increase atenolol exposure via inhibition of OCT2. Based on the drug-drug interaction study with metformin (another drug transported by OCT2 and MATE1), the increase in atenolol exposure is expected to be ~80% or ~110% when dolutegravir is administered once daily and twice daily, respectively. There is potential for competition with atenolol and lamivudine for elimination via renal transport proteins, which may lead to increased concentrations of either drug. It is recommended to start atenolol at a lower dose and adjust dosage until the desired clinical effect is achieved.",""
116137,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Theophylline is mainly metabolized by CYP1A2. Dolutegravir is not expected to inhibit or induce CYP450 enzymes at clinically relevant concentrations. No interaction is expected with lamivudine.,""
116118,"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Bisoprolol is partly metabolized by CYP3A4 and CYP2D6 and partly eliminated unchanged in the urine. Dolutegravir is not expected to inhibit or induce CYP450 enzymes at clinically relevant concentrations. Lamivudine is eliminated by OCT2 and in vitro data indicate that bisoprolol inhibits OCT2. However, the clinical relevance of an interaction via OCT is unknown given the good tolerability of lamivudine.",""
116119,"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Carvedilol undergoes glucuronidation via UGTs 1A1, 2B4 and 2B7, and additionally metabolism via CYP2D6 and to a lesser extent CYPs 2C9 and 1A2. Dolutegravir is not expected to inhibit or induce CYP450 or UGT enzymes at clinically relevant concentrations. No interaction is expected with lamivudine.",""
116120,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Metoprolol is mainly metabolized by CYP2D6. Dolutegravir is not expected to inhibit or induce CYP450 enzymes at clinically relevant concentrations. No interaction is expected with lamivudine.,""
116121,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Nebivolol metabolism involves CYP2D6. Dolutegravir is not expected to inhibit or induce CYP450 enzymes at clinically relevant concentrations. No interaction is expected with lamivudine.,""
116122,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Oxprenolol is largely metabolised by glucuronidation. Dolutegravir is not expected to inhibit or induce UGTs at clinically relevant concentrations. No interaction is expected with lamivudine.,""
116123,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Pindolol is partly metabolized to hydroxymetabolites (possibly by CYP2D6) and partly eliminated unchanged in the urine. Dolutegravir is not expected to inhibit or induce CYP450 enzymes at clinically relevant concentrations. No interaction is expected with lamivudine.,""
116124,"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Propranolol is metabolized by 3 routes (aromatic hydroxylation by CYP2D6, N-dealkylation followed by side chain hydroxylation via CYPs 1A2, 2C19, 2D6, and direct glucuronidation). Dolutegravir is not expected to inhibit or induce CYP450 or UGT enzymes at clinically relevant concentrations. No interaction is expected with lamivudine.",""
116125,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely when timolol is used either orally or as eye drops. Timolol is predominantly metabolised by CYP2D6. Dolutegravir is not expected to inhibit or induce CYP450 enzymes at clinically relevant concentrations. No interaction is expected with lamivudine.,""
116127,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Aminophylline is a complex of theophylline and ethylenediamine and is given for its theophylline activity. Theophylline is mainly metabolized by CYP1A2. Dolutegravir is not expected to inhibit or induce CYP450 enzymes at clinically relevant concentrations. No interaction is expected with lamivudine.,""
116128,"Coadministration has not been studied but based on metabolism and clearance, a clinically significant interaction is unlikely. Formoterol is eliminated primarily by direct glucuronidation, with O-demethylation (by CYPs 2D6, 2C19, 2C9, and 2A6) followed by further glucuronidation being another pathway. Dolutegravir is not expected to inhibit or induce UGT or CYP450 enzymes at clinically relevant concentrations. No interaction is expected with lamivudine.",""
116130,"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Indacaterol is eliminated partly unchanged (33%) and partly metabolized by CYP3A4 and UGT1A1, and is a weak substrate of P-gp. Dolutegravir is not expected to inhibit or induce CYP450 or UGT enzymes at clinically relevant concentrations. No interaction is expected with lamivudine.",""
116132,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Montelukast is mainly metabolized by CYP2C8 and to a lesser extent by CYPs 3A4 and 2C9. Dolutegravir is not expected to inhibit or induce CYP450 enzymes at clinically relevant concentrations. No interaction is expected with lamivudine.,""
116134,"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Roflumilast is metabolized by CYP3A4 and CYP1A2 to form roflumilast N-oxide, with both roflumilast and roflumilast N-oxide having PDE4 inhibitory activity. Roflumilast N-oxide is subsequently dealkylated by CYP3A4. Dolutegravir is not expected to inhibit or induce CYP450 enzymes at clinically relevant concentrations. No interaction is expected with lamivudine.",""
116135,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Salbutamol is metabolized to the inactive salbutamol-4’-O-sulphate. No interaction is expected with dolutegravir or lamivudine.,""
116138,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Tiotropium bromide is predominantly excreted unchanged in the urine. Metabolism by CYP2D6 and CYP3A4 is only a minor role in its elimination. Dolutegravir is not expected to inhibit or induce CYP450 enzymes at clinically relevant concentrations. No interaction is expected with lamivudine.,""
116139,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Umeclidinium bromide is mainly metabolized by CYP2D6 and is a substrate of P-gp. Dolutegravir is not expected to inhibit or induce CYP450 enzymes at clinically relevant concentrations. No interaction is expected with lamivudine.,""
116140,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Vilanterol is metabolized by CYP3A4 and is a substrate of P-gp. Dolutegravir is not expected to inhibit or induce CYP450 enzymes at clinically relevant concentrations. No interaction is expected with lamivudine.,""
116141,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Amlodipine is metabolized by CYP3A4. Dolutegravir is not expected to inhibit or induce CYP450 enzymes at clinically relevant concentrations. No interaction is expected with lamivudine.,""
116142,Coadministration has not been studied. Diltiazem is metabolized by CYP3A4 and is a moderate inhibitor of CYP3A4. No interaction is expected with dolutegravir as CYP3A4 does not play a major role in dolutegravir metabolism and dolutegravir is not expected to inhibit or induce CYP450 enzymes at clinically relevant concentrations. No interaction is expected with lamivudine.,""
116143,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Felodipine is metabolized by CYP3A4. Dolutegravir is not expected to inhibit or induce CYP450 enzymes at clinically relevant concentrations. No interaction is expected with lamivudine.,""
116144,"Coadministration has not been studied. Nicardipine is metabolised mainly by CYP3A4, and to a lesser extent by CYPs 2D6 and 2C8, and inhibits CYP3A4. No interaction is expected with dolutegravir as CYP3A4 does not play a major role in dolutegravir metabolism and dolutegravir is not expected to inhibit or induce CYP450 enzymes at clinically relevant concentrations. No interaction is expected with lamivudine.",""
116145,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Nifedipine is metabolised mainly by CYP3A4. Dolutegravir is not expected to inhibit or induce CYP450 enzymes at clinically relevant concentrations. No interaction is expected with lamivudine.,""
116146,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Nisoldipine is metabolised mainly by CYP3A4. Dolutegravir is not expected to inhibit or induce CYP450 enzymes at clinically relevant concentrations. No interaction is expected with lamivudine.,""
116147,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Nitrendipine is extensively metabolized mainly by CYP3A4. Dolutegravir is not expected to inhibit or induce CYP450 enzymes at clinically relevant concentrations. No interaction is expected with lamivudine.,""
