Unique_identifier,Primary_drug_id,Primary_Drug,Primary_Drug_ES,drug_trade_names,drug_class_name,drug_class_name_ES,co_drug_id,Comedication,Comedication_ES,co_drug_trade_names,co_drug_class_name,co_drug_class_name_ES,Evidence_Grade,Interaction_Status,Interaction_Status_ES,Interaction_Status_color,site_type,Last_updated,Description,Summary,Summary_ES,created_at,updated_at
118712,2847,Albuvirtide,Albuvirtida,Aikening,Antiretrovirals (Fusion Inhibitors),Antirretrovirales (Inhibidores de la fusión),2455,Xipamide,Xipamida,"Diurexan, Diurex",Hypertension / Heart Failure Agents,Hipertensión / Agentes de insuficiencia cardíaca,Very Low,No clinically significant interaction expected,No se espera interacción clínicamente significativa.,Green,hiv,"August 30, 2019 8:33",(See Summary),"Coadministration has not been studied but based on metabolism and clearance, as well as limited drug-drug interaction data, a clinically significant interaction is unlikely. Approximately 90% of xipamide is excreted in the urine, mainly as unchanged drug (50%) and glucuronides (30%). An interaction is unlikely as albuvirtide is a peptide which is eliminated by catabolism to its constituent amino acids.","No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, así como de los datos limitados sobre interacción farmacológica, es poco probable que ocurra una interacción clínicamente significativa. Aproximadamente el 90% de la xipamida se excreta en la orina, principalmente como fármaco inalterado (50%) y glucurónidos (30%). Una interacción es poco probable ya que la albuvirtida es un péptido que se elimina por vía catabólica a sus aminoácidos constituyentes.",2020-03-06 13:29:00,NULL
118713,2847,Albuvirtide,Albuvirtida,Aikening,Antiretrovirals (Fusion Inhibitors),Antirretrovirales (Inhibidores de la fusión),2186,Alcohol,Alcohol,,Illicit/Recreational,Ilícitos/Recreativos,Very Low,No clinically significant interaction expected,No se espera interacción clínicamente significativa.,Green,hiv,"August 30, 2019 8:33",(See Summary),"Coadministration has not been studied but based on metabolism and clearance, as well as limited drug-drug interaction data, a clinically significant interaction is unlikely. Alcohol is metabolized by alcohol dehydrogenase and aldehyde dehydrogenase. An interaction is unlikely as albuvirtide is a peptide which is eliminated by catabolism to its constituent amino acids.","No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, así como de los datos limitados sobre interacción farmacológica, es poco probable que ocurra una interacción clínicamente significativa. El alcohol se metaboliza por la alcohol deshidrogenasa y la aldehído deshidrogenasa. Una interacción es poco probable ya que la albuvirtida es un péptido que se elimina por vía catabólica a sus aminoácidos constituyentes.",2020-03-06 13:29:00,NULL
118714,2847,Albuvirtide,Albuvirtida,Aikening,Antiretrovirals (Fusion Inhibitors),Antirretrovirales (Inhibidores de la fusión),2197,Amphetamine,Anfetamina,,Illicit/Recreational,Ilícitos/Recreativos,Very Low,No clinically significant interaction expected,No se espera interacción clínicamente significativa.,Green,hiv,"August 30, 2019 8:33",(See Summary),"Coadministration has not been studied but based on metabolism and clearance, as well as limited drug-drug interaction data, a clinically significant interaction is unlikely. Amphetamine is metabolized by CYP2D6. Albuvirtide is a peptide which is eliminated by catabolism to its constituent amino acids. In vitro human microsomal studies and limited in vivo drug-drug interaction data indicate that albuvirtide has no inhibiting or inducing properties on P450 enzymes.","No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, así como de los datos limitados sobre interacción farmacológica, es poco probable que ocurra una interacción clínicamente significativa. La anfetamina se metaboliza por el CYP2D6. La albuvirtida es un péptido que se elimina por vía catabólica a sus aminoácidos constituyentes. Los estudios microsómicos humanos in vitro y los datos limitados de interacción farmacológica in vivo indican que la albuvirtida no tiene propiedades inhibidoras o inductoras en las enzimas P450.",2020-03-06 13:29:00,NULL
118715,2847,Albuvirtide,Albuvirtida,Aikening,Antiretrovirals (Fusion Inhibitors),Antirretrovirales (Inhibidores de la fusión),2188,Cannabis,Cannabis,,Illicit/Recreational,Ilícitos/Recreativos,Very Low,No clinically significant interaction expected,No se espera interacción clínicamente significativa.,Green,hiv,"August 30, 2019 8:33",(See Summary),"Coadministration has not been studied but based on metabolism and clearance, as well as limited drug-drug interaction data, a clinically significant interaction is unlikely. Tetrahydrocannabinol (THC, the psychoactive component of cannabis) is metabolized mainly by CYP2C9 and to a lesser extent by CYP3A4. Albuvirtide is a peptide which is eliminated by catabolism to its constituent amino acids. In vitro human microsomal studies and limited in vivo drug-drug interaction data indicate that albuvirtide has no inhibiting or inducing properties on P450 enzymes.","No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, así como de los datos limitados sobre interacción farmacológica, es poco probable que ocurra una interacción clínicamente significativa. El tetrahidrocannabinol (THC, el componente psicoactivo del cannabis) se metaboliza principalmente por el CYP2C9 y, en menor medida, por el CYP3A4. La albuvirtida es un péptido que se elimina por vía catabólica a sus aminoácidos constituyentes. Los estudios microsómicos humanos in vitro y los datos limitados de interacción farmacológica in vivo indican que la albuvirtida no tiene propiedades inhibidoras o inductoras en las enzimas P450.",2020-03-06 13:29:00,NULL
118716,2847,Albuvirtide,Albuvirtida,Aikening,Antiretrovirals (Fusion Inhibitors),Antirretrovirales (Inhibidores de la fusión),2191,Cocaine,Cocaína,,Illicit/Recreational,Ilícitos/Recreativos,Very Low,No clinically significant interaction expected,No se espera interacción clínicamente significativa.,Green,hiv,"August 30, 2019 8:33",(See Summary),"Coadministration has not been studied but based on metabolism and clearance, as well as limited drug-drug interaction data, a clinically significant interaction is unlikely. Cocaine is metabolized by several pathways, with metabolism to norcocaine by CYP3A4 being less than 10% of the overall metabolic clearance. Albuvirtide is a peptide which is eliminated by catabolism to its constituent amino acids. In vitro human microsomal studies and limited in vivo drug-drug interaction data indicate that albuvirtide has no inhibiting or inducing properties on P450 enzymes.","No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, así como de los datos limitados sobre interacción farmacológica, es poco probable que ocurra una interacción clínicamente significativa. La cocaína se metaboliza por varias vías, y el metabolismo a norcocaína por el CYP3A4 es inferior al 10% del clearance metabólico general. La albuvirtida es un péptido que se elimina por vía catabólica a sus aminoácidos constituyentes. Los estudios microsómicos humanos in vitro y los datos limitados de interacción farmacológica in vivo indican que la albuvirtida no tiene propiedades inhibidoras o inductoras en las enzimas P450.",2020-03-06 13:29:00,NULL
118717,2847,Albuvirtide,Albuvirtida,Aikening,Antiretrovirals (Fusion Inhibitors),Antirretrovirales (Inhibidores de la fusión),2189,Ecstasy (MDMA),Éxtasis (MDMA),,Illicit/Recreational,Ilícitos/Recreativos,Very Low,No clinically significant interaction expected,No se espera interacción clínicamente significativa.,Green,hiv,"August 30, 2019 8:33",(See Summary),"Coadministration has not been studied but based on metabolism and clearance, as well as limited drug-drug interaction data, a clinically significant interaction is unlikely. Ecstasy (MDMA) is metabolized mainly by CYP2D6. Albuvirtide is a peptide which is eliminated by catabolism to its constituent amino acids. In vitro human microsomal studies and limited in vivo drug-drug interaction data indicate that albuvirtide has no inhibiting or inducing properties on P450 enzymes.","No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, así como de los datos limitados sobre interacción farmacológica, es poco probable que ocurra una interacción clínicamente significativa. El éxtasis (MDMA) se metaboliza principalmente por el CYP2D6. La albuvirtida es un péptido que se elimina por vía catabólica a sus aminoácidos constituyentes. Los estudios microsómicos humanos in vitro y los datos limitados de interacción farmacológica in vivo indican que la albuvirtida no tiene propiedades inhibidoras o inductoras en las enzimas P450.",2020-03-06 13:29:00,NULL
118718,2847,Albuvirtide,Albuvirtida,Aikening,Antiretrovirals (Fusion Inhibitors),Antirretrovirales (Inhibidores de la fusión),2187,GHB (Gamma-hydroxybutyrate),GHB (Gamma-hidroxibutirato),,Illicit/Recreational,Ilícitos/Recreativos,Very Low,No clinically significant interaction expected,No se espera interacción clínicamente significativa.,Green,hiv,"August 30, 2019 8:33",(See Summary),"Coadministration has not been studied but based on metabolism and clearance, as well as limited drug-drug interaction data, a clinically significant interaction is unlikely. Gamma-hydroxybutyrate undergoes first pass metabolism. An interaction is unlikely as albuvirtide is a peptide which is eliminated by catabolism to its constituent amino acids.","No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, así como de los datos limitados sobre interacción farmacológica, es poco probable que ocurra una interacción clínicamente significativa. El gamma-hidroxibutirato experimenta metabolismo de primer paso. Una interacción es poco probable ya que la albuvirtida es un péptido que se elimina por vía catabólica a sus aminoácidos constituyentes.",2020-03-06 13:29:00,NULL
118719,2847,Albuvirtide,Albuvirtida,Aikening,Antiretrovirals (Fusion Inhibitors),Antirretrovirales (Inhibidores de la fusión),2195,Heroin,Heroína,,Illicit/Recreational,Ilícitos/Recreativos,Very Low,No clinically significant interaction expected,No se espera interacción clínicamente significativa.,Green,hiv,"August 30, 2019 8:33",(See Summary),"Coadministration has not been studied but based on metabolism and clearance, as well as limited drug-drug interaction data, a clinically significant interaction is unlikely. Heroin is deacetylated to 6-monoacetylmorphine (6-MAM) and subsequently to morphine by plasma and liver esterases, respectively. Morphine is mainly glucuronidated. An interaction is unlikely as albuvirtide is a peptide which is eliminated by catabolism to its constituent amino acids.","No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, así como de los datos limitados sobre interacción farmacológica, es poco probable que ocurra una interacción clínicamente significativa. La heroína se desacetila a 6-monoacetilmorfina (6-MAM) y posteriormente a la morfina por las esterasas plasmáticas y hepáticas, respectivamente. La morfina principalmente se glucuronida. Una interacción es poco probable ya que la albuvirtida es un péptido que se elimina por vía catabólica a sus aminoácidos constituyentes.",2020-03-06 13:29:00,NULL
118720,2847,Albuvirtide,Albuvirtida,Aikening,Antiretrovirals (Fusion Inhibitors),Antirretrovirales (Inhibidores de la fusión),2193,LSD (Lysergic acid diethylamide),LSD (Dietilamida de ácido lisérgico),,Illicit/Recreational,Ilícitos/Recreativos,Very Low,No clinically significant interaction expected,No se espera interacción clínicamente significativa.,Green,hiv,"August 30, 2019 8:33",(See Summary),"Coadministration has not been studied but based on metabolism and clearance, as well as limited drug-drug interaction data, a clinically significant interaction is unlikely. LSD (lysergic acid diethylamide) is metabolized to O-H-LSD and N-desmethyl-LSD partly by CYP (unknown isoenzyme). Albuvirtide is a peptide which is eliminated by catabolism to its constituent amino acids. In vitro human microsomal studies and limited in vivo drug-drug interaction data indicate that albuvirtide has no inhibiting or inducing properties on P450 enzymes.","No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, así como de los datos limitados sobre interacción farmacológica, es poco probable que ocurra una interacción clínicamente significativa. El LSD (dietilamida de ácido lisérgico) se metaboliza a O-H-LSD y N-desmetil-LSD, en parte por CYP (isoenzima desconocida). La albuvirtida es un péptido que se elimina por vía catabólica a sus aminoácidos constituyentes. Los estudios microsómicos humanos in vitro y los datos limitados de interacción farmacológica in vivo indican que la albuvirtida no tiene propiedades inhibidoras o inductoras en las enzimas P450.",2020-03-06 13:29:00,NULL
118721,2847,Albuvirtide,Albuvirtida,Aikening,Antiretrovirals (Fusion Inhibitors),Antirretrovirales (Inhibidores de la fusión),2196,Mephedrone,Mefedrona,,Illicit/Recreational,Ilícitos/Recreativos,Very Low,No clinically significant interaction expected,No se espera interacción clínicamente significativa.,Green,hiv,"August 30, 2019 8:33",(See Summary),"Coadministration has not been studied but based on metabolism and clearance, as well as limited drug-drug interaction data, a clinically significant interaction is unlikely. Mephedrone is metabolized mainly by CYP2D6. Albuvirtide is a peptide which is eliminated by catabolism to its constituent amino acids. In vitro human microsomal studies and limited in vivo drug-drug interaction data indicate that albuvirtide has no inhibiting or inducing properties on P450 enzymes.","No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, así como de los datos limitados sobre interacción farmacológica, es poco probable que ocurra una interacción clínicamente significativa. La mefedrona se metaboliza principalmente por el CYP2D6. La albuvirtida es un péptido que se elimina por vía catabólica a sus aminoácidos constituyentes. Los estudios microsómicos humanos in vitro y los datos limitados de interacción farmacológica in vivo indican que la albuvirtida no tiene propiedades inhibidoras o inductoras en las enzimas P450.",2020-03-06 13:29:00,NULL
118722,2847,Albuvirtide,Albuvirtida,Aikening,Antiretrovirals (Fusion Inhibitors),Antirretrovirales (Inhibidores de la fusión),2190,Methamphetamine,Metanfetamina,,Illicit/Recreational,Ilícitos/Recreativos,Very Low,No clinically significant interaction expected,No se espera interacción clínicamente significativa.,Green,hiv,"August 30, 2019 8:33",(See Summary),"Coadministration has not been studied but based on metabolism and clearance, as well as limited drug-drug interaction data, a clinically significant interaction is unlikely. Methamphetamine is mainly metabolized by CYP2D6. Albuvirtide is a peptide which is eliminated by catabolism to its constituent amino acids. In vitro human microsomal studies and limited in vivo drug-drug interaction data indicate that albuvirtide has no inhibiting or inducing properties on P450 enzymes.","No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, así como de los datos limitados sobre interacción farmacológica, es poco probable que ocurra una interacción clínicamente significativa. La metanfetamina se metaboliza principalmente por el CYP2D6. La albuvirtida es un péptido que se elimina por vía catabólica a sus aminoácidos constituyentes. Los estudios microsómicos humanos in vitro y los datos limitados de interacción farmacológica in vivo indican que la albuvirtida no tiene propiedades inhibidoras o inductoras en las enzimas P450.",2020-03-06 13:29:00,NULL
118723,2847,Albuvirtide,Albuvirtida,Aikening,Antiretrovirals (Fusion Inhibitors),Antirretrovirales (Inhibidores de la fusión),2194,Phencyclidine (PCP),Fenciclidina (PCP),,Illicit/Recreational,Ilícitos/Recreativos,Very Low,No clinically significant interaction expected,No se espera interacción clínicamente significativa.,Green,hiv,"August 30, 2019 8:33",(See Summary),"Coadministration has not been studied but based on metabolism and clearance, as well as limited drug-drug interaction data, a clinically significant interaction is unlikely. Phencyclidine is metabolized by CYP3A4. Albuvirtide is a peptide which is eliminated by catabolism to its constituent amino acids. In vitro human microsomal studies and limited in vivo drug-drug interaction data indicate that albuvirtide has no inhibiting or inducing properties on P450 enzymes.","No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, así como de los datos limitados sobre interacción farmacológica, es poco probable que ocurra una interacción clínicamente significativa. La quinidina se metaboliza por el CYP3A4. La albuvirtida es un péptido que se elimina por vía catabólica a sus aminoácidos constituyentes. Los estudios microsómicos humanos in vitro y los datos limitados de interacción farmacológica in vivo indican que la albuvirtida no tiene propiedades inhibidoras o inductoras en las enzimas P450.",2020-03-06 13:29:00,NULL
118724,2847,Albuvirtide,Albuvirtida,Aikening,Antiretrovirals (Fusion Inhibitors),Antirretrovirales (Inhibidores de la fusión),2192,Poppers (Amyl nitrate),Poppers (nitrato de amilo),,Illicit/Recreational,Ilícitos/Recreativos,Very Low,No clinically significant interaction expected,No se espera interacción clínicamente significativa.,Green,hiv,"August 30, 2019 8:33",(See Summary),"Coadministration has not been studied but based on metabolism and clearance, as well as limited drug-drug interaction data, a clinically significant interaction is unlikely. Amyl nitrate is metabolized rapidly by hydrolytic denitration. An interaction is unlikely as albuvirtide is a peptide which is eliminated by catabolism to its constituent amino acids.","No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, así como de los datos limitados sobre interacción farmacológica, es poco probable que ocurra una interacción clínicamente significativa. El nitrato de amilo se metaboliza rápidamente por desnitrificación hidrolítica. Una interacción es poco probable ya que la albuvirtida es un péptido que se elimina por vía catabólica a sus aminoácidos constituyentes.",2020-03-06 13:29:00,NULL
118725,2847,Albuvirtide,Albuvirtida,Aikening,Antiretrovirals (Fusion Inhibitors),Antirretrovirales (Inhibidores de la fusión),2231,Hydroxyurea (Hydroxycarbamide),Hidroxiurea (Hidroxicarbamida),"Hydrea, Siklos, Droxia",Immune Modulators,Inmunomoduladores,Very Low,No clinically significant interaction expected,No se espera interacción clínicamente significativa.,Green,hiv,"August 30, 2019 8:33",(See Summary),"Coadministration has not been studied but based on metabolism and clearance, as well as limited drug-drug interaction data, a clinically significant interaction is unlikely. Albuvirtide is a peptide which is eliminated by catabolism to its constituent amino acids.","No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, así como de los datos limitados sobre interacción farmacológica, es poco probable que ocurra una interacción clínicamente significativa. La albuvirtida es un péptido que se elimina por vía catabólica a sus aminoácidos constituyentes.",2020-03-06 13:29:00,NULL
118726,2847,Albuvirtide,Albuvirtida,Aikening,Antiretrovirals (Fusion Inhibitors),Antirretrovirales (Inhibidores de la fusión),2232,Interferon alpha,Interferón alfa,"IntronA, Roferon-A",Immune Modulators,Inmunomoduladores,Very Low,No clinically significant interaction expected,No se espera interacción clínicamente significativa.,Green,hiv,"August 30, 2019 8:33",(See Summary),"Coadministration has not been studied but based on metabolism and clearance, as well as limited drug-drug interaction data, a clinically significant interaction is unlikely. Albuvirtide is a peptide which is eliminated by catabolism to its constituent amino acids. ","No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, así como de los datos limitados sobre interacción farmacológica, es poco probable que ocurra una interacción clínicamente significativa. La albuvirtida es un péptido que se elimina por vía catabólica a sus aminoácidos constituyentes.",2020-03-06 13:29:00,NULL
118727,2847,Albuvirtide,Albuvirtida,Aikening,Antiretrovirals (Fusion Inhibitors),Antirretrovirales (Inhibidores de la fusión),2233,Interleukin 2 (Aldesleukin),Interleucina 2 (Aldesleukina),Proleukin,Immune Modulators,Inmunomoduladores,Very Low,No clinically significant interaction expected,No se espera interacción clínicamente significativa.,Green,hiv,"August 30, 2019 8:33",(See Summary),"Coadministration has not been studied but based on metabolism and clearance, as well as limited drug-drug interaction data, a clinically significant interaction is unlikely. Interleukin-2 is mainly eliminated by glomerular filtration. An interaction is unlikely as albuvirtide is a peptide which is eliminated by catabolism to its constituent amino acids.","No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, así como de los datos limitados sobre interacción farmacológica, es poco probable que ocurra una interacción clínicamente significativa. Interleucina-2 se elimina principalmente por filtración glomerular. Una interacción es poco probable ya que la albuvirtida es un péptido que se elimina por vía catabólica a sus aminoácidos constituyentes.",2020-03-06 13:29:00,NULL
118728,2847,Albuvirtide,Albuvirtida,Aikening,Antiretrovirals (Fusion Inhibitors),Antirretrovirales (Inhibidores de la fusión),2234,Peginterferon alfa-2a,Peginterferón alfa-2a,Pegasys,Immune Modulators,Inmunomoduladores,Very Low,No clinically significant interaction expected,No se espera interacción clínicamente significativa.,Green,hiv,"August 30, 2019 8:33",(See Summary),"Coadministration has not been studied but based on metabolism and clearance, as well as limited drug-drug interaction data, a clinically significant interaction is unlikely. The metabolism of peginterferon alfa-2a is not fully characterized, however, studies in rats indicate that the kidney is a major organ for excretion. An interaction is unlikely as albuvirtide is a peptide which is eliminated by catabolism to its constituent amino acids.","No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, así como de los datos limitados sobre interacción farmacológica, es poco probable que ocurra una interacción clínicamente significativa. El metabolismo del peginterferón alfa-2a no está completamente caracterizado. Sin embargo, los estudios en ratas indican que el riñón es un órgano importante para la excreción. Una interacción es poco probable ya que la albuvirtida es un péptido que se elimina por vía catabólica a sus aminoácidos constituyentes.",2020-03-06 13:29:00,NULL
118729,2847,Albuvirtide,Albuvirtida,Aikening,Antiretrovirals (Fusion Inhibitors),Antirretrovirales (Inhibidores de la fusión),2235,Peginterferon alfa-2b,Peginterferón alfa-2b,PegIntron,Immune Modulators,Inmunomoduladores,Very Low,No clinically significant interaction expected,No se espera interacción clínicamente significativa.,Green,hiv,"August 30, 2019 8:33",(See Summary),"Coadministration has not been studied but based on metabolism and clearance, as well as limited drug-drug interaction data, a clinically significant interaction is unlikely. Peginterferon alfa-2b may inhibit CYP2D6 to a limited extent but has no effect on CYP3A4. An interaction is unlikely as albuvirtide is a peptide which is eliminated by catabolism to its constituent amino acids.","No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, así como de los datos limitados sobre interacción farmacológica, es poco probable que ocurra una interacción clínicamente significativa. El peginterferón alfa-2b puede inhibir el CYP2D6 de forma limitada, pero no tiene ningún efecto sobre el CYP3A4. Una interacción es poco probable ya que la albuvirtida es un péptido que se elimina por vía catabólica a sus aminoácidos constituyentes.",2020-03-06 13:29:00,NULL
118730,2847,Albuvirtide,Albuvirtida,Aikening,Antiretrovirals (Fusion Inhibitors),Antirretrovirales (Inhibidores de la fusión),2785,Adalimumab,Adalimumab,Humira,Immunosuppressants,Inmunosupresores,Very Low,No clinically significant interaction expected,No se espera interacción clínicamente significativa.,Green,hiv,"August 30, 2019 8:33",(See Summary),"Coadministration has not been studied but based on metabolism and clearance, as well as limited drug-drug interaction data, a clinically significant interaction is unlikely. Adalimumab is a monoclonal IgG antibody. Elimination is similar to endogenous IgG and occurs primarily via proteolytic catabolism throughout the body. An interaction is unlikely as albuvirtide is a peptide which is eliminated by catabolism to its constituent amino acids.","No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, así como de los datos limitados sobre interacción farmacológica, es poco probable que ocurra una interacción clínicamente significativa. El adalimumab es un anticuerpo monoclonal IgG. La eliminación es similar a la IgG endógena y ocurre principalmente a través del catabolismo proteolítico en todo el cuerpo. Una interacción es poco probable ya que la albuvirtida es un péptido que se elimina por vía catabólica a sus aminoácidos constituyentes.",2020-03-06 13:29:00,NULL
118731,2847,Albuvirtide,Albuvirtida,Aikening,Antiretrovirals (Fusion Inhibitors),Antirretrovirales (Inhibidores de la fusión),2627,Anti-thymocyte globulin,Globulina antitimocitos,,Immunosuppressants,Inmunosupresores,Very Low,No clinically significant interaction expected,No se espera interacción clínicamente significativa.,Green,hiv,"August 30, 2019 8:33",(See Summary),"Coadministration has not been studied but based on metabolism and clearance, as well as limited drug-drug interaction data, a clinically significant interaction is unlikely. Thymoglobulins are cleared by the reticuloendothelial system. An interaction is unlikely as albuvirtide is a peptide which is eliminated by catabolism to its constituent amino acids.","No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, así como de los datos limitados sobre interacción farmacológica, es poco probable que ocurra una interacción clínicamente significativa. Las timoglobulinas se eliminan por el sistema reticuloendotelial. Una interacción es poco probable ya que la albuvirtida es un péptido que se elimina por vía catabólica a sus aminoácidos constituyentes.",2020-03-06 13:29:00,NULL
118732,2847,Albuvirtide,Albuvirtida,Aikening,Antiretrovirals (Fusion Inhibitors),Antirretrovirales (Inhibidores de la fusión),2240,Azathioprine,Azatioprina,"Imuran, Imuger, Azasan",Immunosuppressants,Inmunosupresores,Very Low,No clinically significant interaction expected,No se espera interacción clínicamente significativa.,Green,hiv,"August 30, 2019 8:33",(See Summary),"Coadministration has not been studied but based on metabolism and clearance, as well as limited drug-drug interaction data, a clinically significant interaction is unlikely. Azathioprine is converted to 6-mercaptopurine which is metabolized analogously to natural purines. An interaction is unlikely as albuvirtide is a peptide which is eliminated by catabolism to its constituent amino acids.","No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, así como de los datos limitados sobre interacción farmacológica, es poco probable que ocurra una interacción clínicamente significativa. La azatioprina se convierte en 6-mercaptopurina, la cual se metaboliza de forma análoga a las purinas naturales. Una interacción es poco probable ya que la albuvirtida es un péptido que se elimina por vía catabólica a sus aminoácidos constituyentes.",2020-03-06 13:29:00,NULL
118733,2847,Albuvirtide,Albuvirtida,Aikening,Antiretrovirals (Fusion Inhibitors),Antirretrovirales (Inhibidores de la fusión),2628,Basiliximab,Basiliximab,Simulect ,Immunosuppressants,Inmunosupresores,Very Low,No clinically significant interaction expected,No se espera interacción clínicamente significativa.,Green,hiv,"August 30, 2019 8:33",(See Summary),"Coadministration has not been studied but based on metabolism and clearance, as well as limited drug-drug interaction data, a clinically significant interaction is unlikely. Basiliximab is a monoclonal IgG antibody. Elimination is similar to endogenous IgG and occurs primarily via proteolytic catabolism throughout the body. An interaction is unlikely as albuvirtide is a peptide which is eliminated by catabolism to its constituent amino acids.","No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, así como de los datos limitados sobre interacción farmacológica, es poco probable que ocurra una interacción clínicamente significativa. El basiliximab es un anticuerpo monoclonal IgG. La eliminación es similar a la IgG endógena y ocurre principalmente a través del catabolismo proteolítico en todo el cuerpo. Una interacción es poco probable ya que la albuvirtida es un péptido que se elimina por vía catabólica a sus aminoácidos constituyentes.",2020-03-06 13:29:00,NULL
118734,2847,Albuvirtide,Albuvirtida,Aikening,Antiretrovirals (Fusion Inhibitors),Antirretrovirales (Inhibidores de la fusión),2629,Belatacept,Belatacept,Nulojix,Immunosuppressants,Inmunosupresores,Very Low,No clinically significant interaction expected,No se espera interacción clínicamente significativa.,Green,hiv,"August 30, 2019 8:33",(See Summary),"Coadministration has not been studied but based on metabolism and clearance, as well as limited drug-drug interaction data, a clinically significant interaction is unlikely. Belatacept is a protein that undergoes non-CYP mediated metabolism in the liver. An interaction is unlikely as albuvirtide is a peptide which is eliminated by catabolism to its constituent amino acids.","No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, así como de los datos limitados sobre interacción farmacológica, es poco probable que ocurra una interacción clínicamente significativa. El belatacept es una proteína que experimenta metabolismo no mediado por el CYP en el hígado. Una interacción es poco probable ya que la albuvirtida es un péptido que se elimina por vía catabólica a sus aminoácidos constituyentes.",2020-03-06 13:29:00,NULL
118735,2847,Albuvirtide,Albuvirtida,Aikening,Antiretrovirals (Fusion Inhibitors),Antirretrovirales (Inhibidores de la fusión),2236,Ciclosporin (Cyclosporine),Ciclosporina,"Deximune, Neoral, Sandimmun, Gengraf, Restasis, Sandimmune",Immunosuppressants,Inmunosupresores,Very Low,No clinically significant interaction expected,No se espera interacción clínicamente significativa.,Green,hiv,"August 30, 2019 8:33",(See Summary),"Coadministration has not been studied but based on metabolism and clearance, as well as limited drug-drug interaction data, a clinically significant interaction is unlikely. Ciclosporin is metabolized by CYP3A4. Albuvirtide is a peptide which is eliminated by catabolism to its constituent amino acids. In vitro human microsomal studies and limited in vivo drug-drug interaction data indicate that albuvirtide has no inhibiting or inducing properties on P450 enzymes.","No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, así como de los datos limitados sobre interacción farmacológica, es poco probable que ocurra una interacción clínicamente significativa. La ciclosporina se metaboliza por el CYP3A4. La albuvirtida es un péptido que se elimina por vía catabólica a sus aminoácidos constituyentes. Los estudios microsómicos humanos in vitro y los datos limitados de interacción farmacológica in vivo indican que la albuvirtida no tiene propiedades inhibidoras o inductoras en las enzimas P450.",2020-03-06 13:29:00,NULL
118736,2847,Albuvirtide,Albuvirtida,Aikening,Antiretrovirals (Fusion Inhibitors),Antirretrovirales (Inhibidores de la fusión),2239,Mycophenolate,Micofenolato,"Arzip, Cellcept, Myfortic, Myclausen, Myfenax",Immunosuppressants,Inmunosupresores,Very Low,No clinically significant interaction expected,No se espera interacción clínicamente significativa.,Green,hiv,"August 30, 2019 8:33",(See Summary),"Coadministration has not been studied but based on metabolism and clearance, as well as limited drug-drug interaction data, a clinically significant interaction is unlikely. Mycophenolate is mainly glucuronidated by UGTs 1A9 and 2B7. An interaction is unlikely as albuvirtide is a peptide which is eliminated by catabolism to its constituent amino acids.","No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, así como de los datos limitados sobre interacción farmacológica, es poco probable que ocurra una interacción clínicamente significativa. El micofenolato está principalmente glucuronidado por la UGT1A9 y la 2B7. Una interacción es poco probable ya que la albuvirtida es un péptido que se elimina por vía catabólica a sus aminoácidos constituyentes.",2020-03-06 13:29:00,NULL
