Unique_identifier,Primary_drug_id,Primary_Drug,drug_trade_names,drug_class_name,co_drug_id,Comedication,co_drug_trade_names,co_drug_class_name,Evidence_Grade,Interaction_Status,Interaction_Status_color,site_type,Last_updated,Description,Resumo,created_at,updated_at
118789,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2365,Nicorandil,Ikorel,Other,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. O metabolismo do nicorandil se dá principalmente através da denitração. É pouco provável uma interação, pois o albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes.",2020-03-06 13:29:00,NULL
118790,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2380,Orlistat,"Alli, Xenical",Other,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. O albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes. ",2020-03-06 13:29:00,NULL
118791,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2393,Penicillamine,"Distamine, Cuprimine",Other,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. Embora o metabolismo da penicilamina não esteja totalmente elucidado, acredita-se que estão envolvidos múltiplos mecanismos e locais de metabolismo. É pouco provável uma interação, pois o albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes.",2020-03-06 13:29:00,NULL
118792,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2406,Pentoxifylline,"Trental, Pentoxi",Other,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. O metabolismo da pentoxifilina não foi bem descrito, mas alguns estudos indicam oxidação por mediação da CYP1A2, redução por carbonil redutase, oxidação por carboxilase. O albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes. Estudos in vitro de microssomal humano e dados limitados de interação entre medicamentos, in vivo, indicam que o albuvirtide não tem propriedades inibidoras ou indutoras sobre as enzimas do P450.",2020-03-06 13:29:00,NULL
118793,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2391,Pilocarpine,Salagen,Other,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. A pilocarpina é essencialmente metabolizada pela CYP2A6 e pelas esterases séricas. O albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes. Estudos in vitro de microssomal humano e dados limitados de interação entre medicamentos, in vivo, indicam que o albuvirtide não tem propriedades inibidoras ou indutoras sobre as enzimas do P450.",2020-03-06 13:29:00,NULL
118794,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2373,Potassium,"Cymalon, Slow K, Cystopurin, Centyl K, Low Centyl K, Neo-Naclex K, K+10, Kaon CL-10, Klor-Con, Klotrix, K-Tab, Micro-K, Urocit-K",Other,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. O potássio é eliminado renalmente. É pouco provável uma interação, pois o albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes.",2020-03-06 13:29:00,NULL
118795,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2400,Probenecid,,Other,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. A probenecida é metabolizada, de forma limitada, pelas enzimas CYP. É um substrato e inibidor de OAT, e inibidor não seletivo das UGTs. O albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes. Estudos in vitro de microssomal humano e dados limitados de interação entre medicamentos, in vivo, indicam que o albuvirtide não tem propriedades inibidoras ou indutoras sobre as enzimas do P450.",2020-03-06 13:29:00,NULL
118796,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2385,Propylthiouracil,Propycil,Other,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. O propiltiouracil é extensivamente metabolizado, predominantemente por meio de glucuronidação. É pouco provável uma interação, pois o albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes.",2020-03-06 13:29:00,NULL
118797,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2386,Protamine sulphate,Prosulf,Other,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. O metabolismo da protamina não foi totalmente elucidado, porém pensa-se que a protamina complexada com heparina é parcialmente metabolizada pela ação da fibrinolisina. É pouco provável uma interação, pois o albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes.",2020-03-06 13:29:00,NULL
118798,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2389,Pyridostigmine,Mestinon,Other,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. A piridostigmina é predominantemente excretada inalterada através dos rins, com até 74% do clearance renal atribuído à secreção tubular ativa. É pouco provável uma interação, pois o albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes.",2020-03-06 13:29:00,NULL
118799,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2407,Strontium ranelate,"Protelos, Osseor",Other,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. O estrôncio é eliminado predominantemente inalterado através dos rins. É pouco provável uma interação, pois o albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes.",2020-03-06 13:29:00,NULL
118800,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2394,Sulfasalazine,"Salazopyrin, Azulfidine",Other,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. Pensa-se que vários mecanismos estão envolvidos no metabolismo da sulfassalazina, incluindo a acetilação, hidroxilação e glucuronidação. É pouco provável uma interação, pois o albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes.",2020-03-06 13:29:00,NULL
118801,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2333,Tamsulosin,"Combodart, Jalyn, Diffundox, Flomax, Flomaxtra, Pinexel, Stronazon, Tabphyn, Omnexel, Vesomni, Urizia, Volutsa",Other,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. A tansulosina é metabolizada principalmente pela CYP3A4 e, em menor grau, pela CYP2D6. O albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes. Estudos in vitro de microssomal humano e dados limitados de interação entre medicamentos, in vivo, indicam que o albuvirtide não tem propriedades inibidoras ou indutoras sobre as enzimas do P450.",2020-03-06 13:29:00,NULL
118802,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2408,Thalidomide,"Talidex, Thalomid",Other,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. A talidomida é eliminada por hidrólise não enzimática. É pouco provável uma interação, pois o albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes.",2020-03-06 13:29:00,NULL
118803,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2381,Tranexamic acid,Cyklokapron,Other,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. O ácido tranexâmico é eliminado principalmente através da filtração glomerular. É pouco provável uma interação, pois o albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes.",2020-03-06 13:28:59,NULL
118804,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2620,Triptorelin,Decapeptyl,Other,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. Não se conhece o metabolismo da triptorelina em humanos, mas possivelmente envolve a degradação por ação das peptidases. É pouco provável uma interação, pois o albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes.",2020-03-06 13:28:59,NULL
118805,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2324,Varenicline,"Champix, Chantix",Other,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. A vareniclina é eliminada principalmente inalterada pelos rins por filtração glomerular e secreção tubular ativa por via de OCT2. É pouco provável uma interação, pois o albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes.",2020-03-06 13:28:59,NULL
118806,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2411,Zoledronic acid,"Aclasta, Zerlinda, Zometa, Reclast, Zolacin",Other,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. O ácido zoledrônico é eliminado inalterado, por via renal. É pouco provável uma interação, pois o albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes.",2020-03-06 13:28:59,NULL
118807,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2357,Darifenacin,"Continex, Darisec, Enablex, Emselex, Oralafi",Overactive Bladder Agents,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. A darifenacina é metabolizada pela CYP3A4 e CYP2D6. O albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes. Estudos in vitro de microssomal humano e dados limitados de interação entre medicamentos, in vivo, indicam que o albuvirtide não tem propriedades inibidoras ou indutoras sobre as enzimas do P450.",2020-03-06 13:29:00,NULL
118808,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2617,Fesoterodine,Toviaz,Overactive Bladder Agents,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. A fesoterodina é rapidamente hidrolisada formando seu metabólito ativo, que é posteriormente metabolizado por mediação da CYP2D6 e a CYP3A4. O albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes. Estudos in vitro de microssomal humano e dados limitados de interação entre medicamentos, in vivo, indicam que o albuvirtide não tem propriedades inibidoras ou indutoras sobre as enzimas do P450.",2020-03-06 13:29:00,NULL
118809,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2618,Mirabegron,"Betmiga, Myrbetriq, Betanis",Overactive Bladder Agents,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. O mirabegron é metabolizado por múltiplas vias incluindo hidrólise, glucuronidação e oxidação pela CYP2D6 e a CYP3A4. O albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes. Estudos in vitro de microssomal humano e dados limitados de interação entre medicamentos, in vivo, indicam que o albuvirtide não tem propriedades inibidoras ou indutoras sobre as enzimas do P450.",2020-03-06 13:29:00,NULL
118810,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2363,Oxybutynin,"Cystrin, Ditropan, Kentera, Lyrinel XL, Gelnique, Oxytrol, Nu-Oxybutyn, Detrusan, Driptane, Oxybutin, Novitropan, Lyrinel, Lenditro, Oxyspas, Urihexal, Obutin, Dresplan, Diutropan, Uropan, Reteven",Overactive Bladder Agents,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. A oxibutinina é metabolizada pela CYP3A4. O albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes. Estudos in vitro de microssomal humano e dados limitados de interação entre medicamentos, in vivo, indicam que o albuvirtide não tem propriedades inibidoras ou indutoras sobre as enzimas do P450.",2020-03-06 13:29:00,NULL
118811,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2619,Solifenacin,"Vesicare, Vesitirim, Vesiker, Vancombex, Vesomni, Urizia, Volutsa",Overactive Bladder Agents,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. A solifenacina é metabolizada pela CYP3A4. O albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes. Estudos in vitro de microssomal humano e dados limitados de interação entre medicamentos, in vivo, indicam que o albuvirtide não tem propriedades inibidoras ou indutoras sobre as enzimas do P450.",2020-03-06 13:29:00,NULL
118812,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2368,Tolterodine,"Blerone, Detrusitol, Inconex, Mariosea, Neditol, Preblacon, Santizor, Detrol, Urotrol",Overactive Bladder Agents,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. A tolterodina é essencialmente metabolizada pela CYP2D6, onde a CYP3A4 tem uma função importante nos metabolizadores fracos da CYP2D6. O albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes. Estudos in vitro de microssomal humano e dados limitados de interação entre medicamentos, in vivo, indicam que o albuvirtide não tem propriedades inibidoras ou indutoras sobre as enzimas do P450.",2020-03-06 13:29:00,NULL
118813,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2374,Trospium,"Flotros , Regurin, Uraplex, Sanctura, Trosec, Spasmex, Spasmolyt, Uricon, Spasmo-Urgenin",Overactive Bladder Agents,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. O tróspio é minimamente metabolizado e é principalmente eliminado sem alterações, em parte pela OCT2. É pouco provável uma interação, pois o albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes.",2020-03-06 13:29:00,NULL
118814,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2504,Ergometrine (Ergonovine),Syntometrine,Oxytocics,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. A ergometrina é extensivamente metabolizada, muito provavelmente pela CYP3A4. O albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes. Estudos in vitro de microssomal humano e dados limitados de interação entre medicamentos, in vivo, indicam que o albuvirtide não tem propriedades inibidoras ou indutoras sobre as enzimas do P450.",2020-03-06 13:29:00,NULL
118815,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2505,Mifepristone,"Mifegyne, Korlym, Mifeprex, Miffee, MisoOne",Oxytocics,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. A mifepristona é predominantemente metabolizada pela CYP3A4. O albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes. Estudos in vitro de microssomal humano e dados limitados de interação entre medicamentos, in vivo, indicam que o albuvirtide não tem propriedades inibidoras ou indutoras sobre as enzimas do P450.",2020-03-06 13:29:00,NULL
118816,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2506,Misoprostol,"Cytotec, Arthrotec",Oxytocics,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. O misoprostol é predominantemente metabolizado através dos sistemas de oxidação de ácidos graxos. É pouco provável uma interação, pois o albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes.",2020-03-06 13:29:00,NULL
118817,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2507,Oxytocin,"Syntocinon, Pitocin, Syntometrine",Oxytocics,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. A eliminação da oxitocina ocorre através do fígado, rim, glândula mamária funcional e oxitocinase. É pouco provável uma interação, pois o albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes.",2020-03-06 13:29:00,NULL
118818,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2508,Apomorphine,Apo-go,Parkinsonism Agents,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. A apomorfina é metabolizada por várias vias, incluindo a glucuronidação, a sulfatação e, em menor grau, a N-desmetilação. É pouco provável uma interação, pois o albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes.",2020-03-06 13:29:00,NULL
118819,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2510,Benserazide,,Parkinsonism Agents,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. A benserazida é hidrolisada formando trihidroxibenzilidrazina. É pouco provável uma interação, pois o albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes.",2020-03-06 13:29:00,NULL
118820,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2513,Carbidopa,"Sinemet, Duodopa, Half Sinemet, Atamet, Parcopa",Parkinsonism Agents,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. A carbidopa é parcialmente metabolizada e parcialmente eliminada inalterada. É pouco provável uma interação, pois o albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes.",2020-03-06 13:29:00,NULL
118821,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2512,Levodopa,"Sinemet, Duodopa, Half Sinemet, Atamet, Parcopa",Parkinsonism Agents,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. Na presença de um inibidor periférico de dopa-descarboxilase (carbidopa ou benserazida), a levodopa é metabolizada principalmente formando 3-O-metildopa por ação da catecol-O-metiltransferase. É pouco provável uma interação, pois o albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes.",2020-03-06 13:29:00,NULL
118822,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2509,Pramipexole,"Mirapexin, Oprymea, Sifrol, Mirapex",Parkinsonism Agents,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. O pramipexol é eliminado essencialmente pelo rim e dados in vitro sugerem que é um substrato do transportador renal OCT2. É pouco provável uma interação, pois o albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes.",2020-03-06 13:29:00,NULL
118823,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2514,Rasagiline ,Azilect,Parkinsonism Agents,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. A rasagilina é metabolizada predominantemente por mediação da CYP1A2. O albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes. Estudos in vitro de microssomal humano e dados limitados de interação entre medicamentos, in vivo, indicam que o albuvirtide não tem propriedades inibidoras ou indutoras sobre as enzimas do P450.",2020-03-06 13:29:00,NULL
118824,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2511,Ropinirole,"Adartrel, Aimpart, Ralnea, Raponer, Repinex, Rolpryna",Parkinsonism Agents,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. O ropinirol é metabolizado predominantemente por mediação da CYP1A2. O albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes. Estudos in vitro de microssomal humano e dados limitados de interação entre medicamentos, in vivo, indicam que o albuvirtide não tem propriedades inibidoras ou indutoras sobre as enzimas do P450.",2020-03-06 13:29:00,NULL
118825,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2271,Beclometasone,"Fostair, Asmabec, Beceze, Beclogen, Becodisks, Beconase, Clenil, Clipper, Filair, Nasobec, Pollenase Nasal, Qvar, Vivabec, Beclovent, Beclazone, Beclo-Rhino, Becloneb, Beclospin, Becotide",Steroids,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. A beclometasona é um pró-fármaco que não é metabolizado pelo CYP450, mas é hidrolisado através de enzimas de esterase até formar o metabolito altamente ativo beclometasona -17-monopropionato. Este metabólito ativo é posteriormente convertido em metabólitos inativos por mediação da CYP3A4/5. O albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes. Estudos in vitro de microssomal humano e dados limitados de interação entre medicamentos, in vivo, indicam que o albuvirtide não tem propriedades inibidoras ou indutoras sobre as enzimas do P450.",2020-03-06 13:29:00,NULL
118826,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2273,Betamethasone,"Betacap, Betesil, Betnesol, Betnovate, Bextasol, Diprosone, Vista-Methasone, Beta-Val, Cel-U-Jec, Celestone Soluspan, Celestone, Diprolene, Luxiq, Valisone",Steroids,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. A betametasona é metabolizada pela CYP3A4. O albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes. Estudos in vitro de microssomal humano e dados limitados de interação entre medicamentos, in vivo, indicam que o albuvirtide não tem propriedades inibidoras ou indutoras sobre as enzimas do P450.",2020-03-06 13:29:00,NULL
118827,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2262,Budesonide,"Symbicort , DuoResp, Vannair, Bufomix, Budelin, Entocort, Pulmicort, Budenofalk, Rhinocort, Entocort EC",Steroids,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. A budesonida é metabolizada pela CYP3A4. O albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes. Estudos in vitro de microssomal humano e dados limitados de interação entre medicamentos, in vivo, indicam que o albuvirtide não tem propriedades inibidoras ou indutoras sobre as enzimas do P450.",2020-03-06 13:29:00,NULL
118828,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2269,Ciclesonide,"Alvesco, Omnaris, Zetonna",Steroids,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. A ciclesonida é um pró-fármaco ativado por esterases nos pulmões para des-ciclesonida que depois sofre metabolismo mediado por CYP3A4. O albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes. Estudos in vitro de microssomal humano e dados limitados de interação entre medicamentos, in vivo, indicam que o albuvirtide não tem propriedades inibidoras ou indutoras sobre as enzimas do P450.",2020-03-06 13:29:00,NULL
