Summary_EN,Lista de Ids,Lista de Traducciones
Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. No significant metabolism of doxycycline occurs and it is cleared intact by renal and biliary mechanisms.,81787;99250;99250,"No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, es poco probable que ocurra una interacción farmacológica clínicamente relevante. No se produce un metabolismo significativo de la doxiciclina, y se elimina intacta por mecanismos renales y biliares.;No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, es poco probable que ocurra una interacción clínicamente significativa. No se produce un metabolismo significativo de la doxiciclina, y se elimina intacta por mecanismos renales y biliares."
Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Ertapenem is mainly eliminated through the kidneys by glomerular filtration with tubular secretion playing a minor role.,81788;97117;97117,"No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, es poco probable que ocurra una interacción farmacológica clínicamente relevante. El ertapenem se elimina principalmente a través de los riñones mediante filtración glomerular, mientras que la secreción tubular juega un papel menor.;No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, es poco probable que ocurra una interacción clínicamente significativa. El ertapenem se elimina principalmente a través de los riñones mediante filtración glomerular, mientras que la secreción tubular juega un papel menor."
Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely as pregabalin is cleared mainly by glomerular filtration.&nbsp;,88817;93352;93352,"No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, es poco probable una interacción farmacológica clínicamente relevante ya que la pregabalina se elimina principalmente por filtración glomerular.;No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, es poco probable una interacción clínicamente significativa ya que la pregabalina se elimina principalmente por filtración glomerular."
Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely as vigabatrin is cleared mainly by glomerular filtration.&nbsp;,88820;93354;93354,"No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, es poco probable una interacción farmacológica clínicamente significativa ya que el vigabatrín se elimina principalmente por filtración glomerular.;No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, es poco probable una interacción clínicamente significativa ya que el vigabatrín se elimina principalmente por filtración glomerular."
"Coadministration has not been studied but based on metabolism and clearance a pharmacokinetic interaction is unlikely as pimozide is mainly metabolized by CYP3A4. Rilpivirine at a dose of 25 mg once daily is unlikely to have a clinically relevant effect on the exposure of medicinal products metabolised by CYP enzymes. Rilpivirine has been associated with prolongation of the QTc interval at supra-therapeutic doses but these are unlikely to occur during coadministration with pimozide. However, given the QT prolongation risk associated with pimozide, caution is recommended.",88929;77556;77556,"No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, es poco probable una interacción farmacocinética ya que la pimozida se metaboliza principalmente por el CYP3A4Es poco probable que la rilpivirina a una dosis de 25 mg una vez al día tenga un efecto clínicamente relevante sobre la exposición de medicamentos metabolizados por las enzimas CYP. No obstante, la rilpivirina debe usarse con precaución cuando se administra conjuntamente con un fármaco con riesgo conocido de Torsade de Pointes. En sujetos sanos, se ha demostrado que las dosis supraterapéuticas de rilpivirina (75 mg una vez al día y 300 mg una vez al día) prolongan el intervalo QTc. Emtricitabina y tenofovir alafenamida no interactúan con la eliminación de la pimozida.;No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, es poco probable una interacción farmacocinética ya que la pimozida se metaboliza principalmente por el CYP3A4Es poco probable que la rilpivirina a una dosis de 25 mg una vez al día tenga un efecto clínicamente relevante sobre la exposición de medicamentos metabolizados por las enzimas CYP. No obstante, la rilpivirina debe usarse con precaución cuando se administra conjuntamente con un fármaco con riesgo conocido de Torsade de Pointes. En sujetos sanos, se ha demostrado que las dosis supraterapéuticas de rilpivirina (75 mg una vez al día y 300 mg una vez al día) prolongan el intervalo QTc."
"Coadministration has not been studied but based on metabolism and clearance a pharmacokinetic interaction is unlikely. Ondansetron is metabolized mainly by CYP1A2 and CYP3A4 and to a lesser extent by CYP2D6. Rilpivirine at a dose of 25 mg once daily is unlikely to have a clinically relevant effect on the exposure of medicinal products metabolised by CYP enzymes. Rilpivirine has been associated with prolongation of the QTc interval at supra-therapeutic doses but these are unlikely to occur during coadministration with ondansetron. However, given the QT prolongation risk associated with ondansetron, caution is recommended.",89130;77770;77770,"No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, es poco probable que ocurra una interacción farmacocinética. El ondansetrón se metaboliza principalmente por el CYP1A2 y el CYP3A4 y, en menor medida, por el CYP2D6. Es poco probable que la rilpivirina a una dosis de 25 mg una vez al día tenga un efecto clínicamente relevante sobre la exposición de medicamentos metabolizados por las enzimas CYP. No obstante, el ondansetrón puede prolongar el intervalo QT y, en sujetos sanos, se ha demostrado que las dosis supraterapéuticas de rilpivirina (75 mg una vez al día y 300 mg una vez al día) prolongan el intervalo QTc. Se debe tener precaución al usar granisetrón con fármacos que se conoce que prolongan el intervalo QT. Emtricitabina y tenofovir alafenamida no interactúan con la vía metabólica del ondansetrón.;No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, es poco probable que ocurra una interacción farmacocinética. El ondansetrón se metaboliza principalmente por el CYP1A2 y el CYP3A4 y, en menor medida, por el CYP2D6. Es poco probable que la rilpivirina a una dosis de 25 mg una vez al día tenga un efecto clínicamente relevante sobre la exposición de medicamentos metabolizados por las enzimas CYP. No obstante, la rilpivirina debe usarse con precaución cuando se administra conjuntamente con un fármaco con riesgo conocido de Torsade de Pointes. En sujetos sanos, se ha demostrado que las dosis supraterapéuticas de rilpivirina (75 mg una vez al día y 300 mg una vez al día) prolongan el intervalo QTc."
Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Gabapentin is cleared mainly by glomerular filtration.,103291;99303;99303,"No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, es poco probable que ocurra una interacción clínicamente relevante. La gabapentina se elimina principalmente por filtración glomerular.;No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, es poco probable que ocurra una interacción clínicamente significativa. La gabapentina se elimina principalmente por filtración glomerular."
"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Magnesium is eliminated in kidney, mainly by glomerular filtration.",96047;98873;98873,"No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, es poco probable que ocurra una interacción clínicamente significativa. El magnesio se elimina en el riñón, principalmente por filtración glomerular.;No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, es poco probable que ocurra una interacción clínicamente significativa. El magnesio se elimina en el riñón, principalmente por filtración glomerular"
"Symtuza (darunavir, cobicistat, emtricitabine, tenofovir alafenamide) is indicated for use as a complete regimen for the treatment of HIV-1 infection. However, in specific clinical situations where an intensification of HIV treatment is needed, coadministration with dolutegravir would be possible from a pharmacokinetic standpoint. Coadministration of dolutegravir (50 mg once daily) and darunavir/cobicistat (800/150 mg once daily) decreased dolutegravir Cmax, AUC, and C24 by 11%, 16% and 19%, respectively (n=9). Darunavir Cmax, AUC, and C24 decreased 21%, 13% and 18%, respectively, and cobicistat Cmax, AUC and C24h decreased by 14%, 12% and 2%, respectively. Coadministration of dolutegravir (50 mg once daily) with emtricitabine/tenofovir alafenamide (200/10 mg, once daily) increased tenofovir AUC and Cmax by 25% and 10% (n=10). No significant effects were observed on dolutegravir pharmacokinetics relative to historical controls.",99070;98635;98635,"Symtuza está indicado para su uso como un régimen completo para el tratamiento de la infección por VIH 1 y no debe administrarse con otros productos antirretrovirales. Sin embargo, en situaciones clínicas específicas donde se necesita una intensificación del tratamiento del VIH, la coadministración con atazanavir sería posible desde el punto de vista farmacocinético.;Symtuza está indicado para su uso como un régimen completo en el tratamiento de la infección por VIH-1 y no debe administrarse con otros productos antirretrovirales. Sin embargo, en situaciones clínicas específicas donde se necesita una intensificación del tratamiento del VIH, la administración conjunta de dolutegravir sería posible desde el punto de vista farmacocinético."
"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Denosumab is not eliminated via hepatic metabolism but follows the immunoglobulin clearance pathway. (Note, caution is required if given with calcium supplements as dolutegravir may be subject to chelation by high concentrations of divalent cations which may result in reduced dolutegravir concentrations.)",99786;85855;85855,"No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, es poco probable que ocurra una interacción clínicamente significativa. El denosumab no se elimina mediante el metabolismo hepático, sino que sigue la vía del clearance de la inmunoglobulina. (Tenga en cuenta que se requiere precaución si se administra con suplementos de calcio, ya que dolutegravir puede estar sujeto a quelación por altas concentraciones de cationes divalentes que pueden producir concentraciones reducidas de dolutegravir).;No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, es poco probable que ocurra una interacción farmacocinética clínicamente significativa. El denosumab no se elimina mediante el metabolismo hepático, sino que sigue la vía del clearance de la inmunoglobulina. (Tenga en cuenta que se requiere precaución si se administra con suplementos de calcio, ya que dolutegravir puede estar sujeto a quelación por altas concentraciones de cationes divalentes que pueden producir concentraciones reducidas de dolutegravir)."
"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Benznidazole undergoes non-CYP mediated metabolism and partly CYP mediated metabolism. Renal elimination of unchanged benznidazole appears to be minimal and there is little potential for an interaction via competition for renal elimination pathways. A case study of a patient taking an antiretroviral regimen of tenofovir-DF, emtricitabine and raltegravir reported no clinical or laboratory adverse events when the patient received benznidazole 5 mg/kg daily for 90 days. At the end of treatment, the patient’s viral load remained undetectable, and CD4 count was maintained.",96523;78527;78527,"No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, es poco probable que ocurra una interacción clínicamente significativa. La eliminación renal de benznidazol inalterado parece ser mínima. Por lo tanto, existe poco potencial para la interacción con emtricitabina y tenofovir mediante la competencia por las vías de eliminación renal. Un estudio de caso de un paciente que tomaba un régimen antirretroviral de tenofovir-DF, emtricitabina y raltegravir no reportó eventos adversos clínicos o de laboratorio cuando el paciente recibió 5 mg/kg de benznidazol diariamente durante 90 días. Al final del tratamiento, la carga viral del paciente permaneció indetectable y se mantuvo el recuento de CD4.;No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, es poco probable que ocurra una interacción clínicamente significativa. La eliminación renal de benznidazol inalterado parece ser mínima. Por lo tanto, existe poco potencial para la interacción con tenofovir-DF mediante la competencia por las vías de eliminación renal. Un estudio de caso de un paciente que tomaba un régimen antirretroviral de tenofovir-DF, emtricitabina y raltegravir no informó eventos adversos clínicos o de laboratorio cuando el paciente recibió 5 mg/kg de benznidazol diariamente durante 90 días. Al final del tratamiento, la carga viral del paciente permaneció indetectable y se mantuvo el recuento de CD4."
Coadministration has not been studied. The metabolism of periciazine has not been well characterized but is likely to involve CYP2D6. Coadministration could potentially increase periciazine concentrations although to a moderate extent. Caution is needed when combining these drugs as cardiac conduction abnormalities may be seen with periciazine.,84562;84563;84563,"No se ha estudiado la administración conjunta. El metabolismo de la periciazina no se ha caracterizado bien, pero es probable que involucre al CYP2D6. La administración conjunta podría potencialmente aumentar las concentraciones de periciazina, aunque en un grado moderado. Con periciazina, pueden observarse anomalías en la conducción cardíaca, incluida la prolongación QT, y el prospecto aprobado por la EMA para lopinavir aconseja precaución cuando se coprescribe con fármacos que inducen la prolongación del intervalo QT.;No se ha estudiado la administración conjunta. El metabolismo de la periciazina no se ha caracterizado bien, pero es probable que involucre al CYP2D6. La administración conjunta podría potencialmente aumentar las concentraciones de periciazina, aunque en un grado moderado. Con periciazina, pueden observarse anormalidades en la conducción cardíaca, incluida la prolongación QT, y el saquinavir está contraindicado para pacientes en tratamiento concomitante con otros fármacos que prolongan el intervalo QT."
"Coadministration has not been studied but based on metabolism and clearance a pharmacokinetic interaction is unlikely as sevoflurane is almost exclusively eliminated unchanged by the lungs. Rilpivirine has been associated with prolongation of the QTc interval at supra-therapeutic doses but these are unlikely to occur during coadministration with sevoflurane. However, given the QT prolongation risk associated with sevoflurane, caution is recommended.",88690;77974;77974,"No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, es poco probable una interacción farmacocinética dado que el sevoflurano se elimina casi exclusivamente sin cambios por los pulmones. Sin embargo, se debe tener precaución al administrar conjuntamente debido al riesgo de prolongación QT con rilpivirina y sevoflurano.;No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, es poco probable una interacción farmacocinética dado que el sevoflurano se elimina casi exclusivamente sin cambios por los pulmones. Sin embargo, se debe tener precaución al administrar ambos fármacos debido al riesgo de prolongación del intervalo QT."
"Juluca (dolutegravir/rilpivirine) and Symtuza (darunavir, cobicistat, emtricitabine, tenofovir alafenamide) are both indicated for use as complete regimens for the treatment of HIV-1 infection. However, in specific clinical situations where an intensification of HIV treatment is needed, coadministration would be possible from a pharmacokinetic standpoint as no clinically relevant drug-drug interactions are expected.&nbsp;",101420;101421;101421,"Symtuza está indicado para su uso como un régimen completo en el tratamiento de la infección por VIH-1 y no debe administrarse con otros productos antirretrovirales. Sin embargo, en situaciones clínicas específicas donde se necesita una intensificación del tratamiento del VIH, la administración conjunta con dolutegravir/rilpivirina sería posible desde el punto de vista farmacocinético ya que no se espera interacción farmacológica clínicamente relevante.;Symtuza está indicado para su uso como un régimen completo para el tratamiento de la infección por VIH 1 y no debe administrarse con otros productos antirretrovirales. Sin embargo, en situaciones clínicas específicas donde se necesita una intensificación del tratamiento para el VIH, la coadministración con dolutegravir/rilpivirina sería posible desde el punto de vista farmacocinético ya que no se espera interacción farmacológica clínicamente relevante."
"Delstrigo (doravirine, lamivudine, tenofovir-DF) is indicated for use as a complete regimen for the treatment of HIV-1 infection and coadministration with other antiretroviral agents is not recommended in Delstrigo product labels. If intensification of HIV treatment is needed, alternatives to fosamprenavir should be considered as appropriate doses of this combination with respect to safety, efficacy and pharmacokinetics of fosamprenavir have not been established.",100496;100996;100996,"Delstrigo (doravirina, lamivudina, tenofovir-DF) está indicado para su uso como un régimen completo para el tratamiento de la infección por VIH-1, y en las etiquetas de los productos Delstrigo no se recomienda la administración conjunta con otros agentes antirretrovirales. Sin embargo, en situaciones clínicas específicas donde se necesita una intensificación del tratamiento del VIH, la coadministración con fosamprenavir sería posible desde el punto de vista farmacocinético. La administración conjunta con ritonavir aumentó el área bajo la curva de doravirina en 3,5 veces y la Cmin en 2,9 veces. No es necesario ajustar la dosis de doravirina, ya que los ensayos de fase I mostraron una buena tolerabilidad de ese fármaco con un aumento en la exposición de hasta 3-4 veces. No se observó interacción clínicamente significativa con tenofovir-DF (300 mg una vez al día) y fosamprenavir/ritonavir (700/100 mg dos veces al día). No es necesario ajustar la dosis. Se ha reportado un mayor riesgo de insuficiencia renal en pacientes que reciben tenofovir-DF en combinación con un inhibidor de la proteasa reforzado con ritonavir. Se requiere una estrecha monitorización de la función renal en estos pacientes.;Delstrigo (doravirina, lamivudina, tenofovir-DF) está indicado para su uso como un régimen completo para el tratamiento de la infección por VIH-1, y en las etiquetas de los productos Delstrigo no se recomienda la administración conjunta con otros agentes antirretrovirales. Sin embargo, en situaciones clínicas específicas donde se necesita una intensificación del tratamiento del VIH, la coadministración con fosamprenavir/r sería posible desde el punto de vista farmacocinético. La administración conjunta con ritonavir aumentó el área bajo la curva de doravirina en 3,5 veces y la Cmin en 2,9 veces. No es necesario ajustar la dosis de doravirina, ya que los ensayos en fase I mostraron una buena tolerabilidad de doravirina con un aumento de exposición de hasta 3-4 veces. No se observó ninguna interacción clínicamente significativa con tenofovir-DF (300 mg una vez al día) y fosamprenavir/ritonavir (700/100 mg dos veces al día). No es necesario ajustar la dosis. Se ha reportado un mayor riesgo de insuficiencia renal en pacientes que reciben tenofovir-DF en combinación con un inhibidor de la proteasa reforzado con ritonavir. Se requiere una estrecha monitorización de la función renal en estos pacientes."
"Dovato (dolutegravir/lamivudine) is indicated for use as a complete regimen for the treatment of HIV 1 infection. However, in specific clinical situations where an intensification of HIV treatment is needed, coadministration with albuvirtide would be possible from a pharmacokinetic standpoint. Dolutegravir is metabolized by UGT1A1, with some contribution from CYP3A and lamivudine is eliminated renally. In vitro human microsomal studies and limited in vivo drug-drug interaction data indicate that albuvirtide has no inhibiting or inducing properties on P450 enzymes. Albuvirtide is a peptide which is eliminated by catabolism to its constituent amino acids. No interaction is expected with dolutegravir or lamivudine.",118393;118850,"Dovato (dolutegravir/lamivudina) está indicado para su uso como un régimen completo para el tratamiento de la infección por VIH 1. La administración conjunta con otros medicamentos antirretrovirales para el tratamiento de la infección por VIH-1 no se recomienda en la información de prescripción de EEUU para Dovato. Sin embargo, en situaciones clínicas específicas donde se necesita una intensificación del tratamiento del VIH, y una baja carga de píldoras sería beneficiosa, la coadministración con albuvirtida sería posible desde el punto de vista farmacocinético. El dolutegravir se metaboliza por la UGT1A1, con alguna contribución del CYP3A, y la lamivudina se elimina por vía renal. Los estudios microsómicos humanos in vitro y los datos limitados de interacción farmacológica in vivo indican que la albuvirtida no tiene propiedades inhibidoras o inductoras en las enzimas P450. La albuvirtida es un péptido que se elimina por vía catabólica a sus aminoácidos constituyentes. No se espera interacción con dolutegravir o lamivudina.;Dovato (dolutegravir/lamivudina) está indicado para su uso como un régimen completo para el tratamiento de la infección por VIH-1. En la información de prescripción de EEUU para Dovato no se recomienda la administración conjunta con otros medicamentos antirretrovirales para el tratamiento de la infección por VIH-1. Sin embargo, en situaciones clínicas específicas donde se necesita una intensificación del tratamiento del VIH, y una baja carga de píldoras sería beneficiosa, la coadministración con albuvirtida sería posible desde el punto de vista farmacocinético. El dolutegravir se metaboliza por la UGT1A1, con alguna contribución del CYP3A, y la lamivudina se elimina por vía renal. Los estudios microsómicos humanos in vitro y los datos limitados de interacción farmacológica in vivo indican que la albuvirtida no tiene propiedades inhibidoras o inductoras en las enzimas P450. La albuvirtida es un péptido que se elimina por vía catabólica a sus aminoácidos constituyentes. No se espera interacción con dolutegravir o lamivudina."
"Juluca (dolutegravir/rilpivirine) is indicated for use as a complete regimen for the treatment of HIV-1 infection. However, in specific clinical situations where an intensification of HIV treatment is needed, coadministration with emtricitabine/tenofovir alafenamide would be possible from a pharmacokinetic standpoint. Coadministration of dolutegravir (50 mg once daily) with emtricitabine/tenofovir alafenamide (200/10 mg, once daily) increased tenofovir AUC and Cmax by 25% and 10% (n=10). No significant effects were observed on dolutegravir pharmacokinetics relative to historical controls. Coadministration of rilpivirine (25 mg once daily) and tenofovir alafenamide (25 mg once daily) had no significant effect on the pharmacokinetics of rilpivirine and tenofovir alafenamide. No interaction is expected with emtricitabine. When given with dolutegravir or rilpivirine, the recommended dose of Descovy (emtricitabine/tenofovir alafenamide) is 200/25 mg once daily.",99868;99452;99452,"Juluca está indicado para su uso como un régimen completo para el tratamiento de la infección por VIH-1 y no debe administrarse con otros productos antirretrovirales. Sin embargo, en situaciones clínicas específicas donde se necesita una intensificación del tratamiento para el VIH, la coadministración con Juluca sería posible desde el punto de vista farmacocinético ya que no se espera interacción farmacológica clínicamente relevante. Cuando se administra con dolutegavir o rilpivirina, la dosis recomendada de Descovy (emtricitabina/tenofovir alafenamida) es de 200/25 mg una vez al día.;Juluca está indicado para su uso como un régimen completo para el tratamiento de la infección por VIH 1 y no debe administrarse con otros productos antirretrovirales. Sin embargo, en situaciones clínicas específicas donde se necesita una intensificación del tratamiento para el VIH, la coadministración con Juluca sería posible desde el punto de vista farmacocinético ya que no se espera interacción farmacológica clínicamente relevante. Cuando se administra con dolutegravir o rilpivirina, la dosis recomendada de Descovy (emtricitabina/tenofovir alafenamida) es de 200/25 mg una vez al día."
"Stribild (elvitegravir, cobicistat, emtricitabine, tenofovir-DF) is indicated for use as a complete regimen for the treatment of HIV 1 infection and coadministration with other antiretroviral agents is not recommended in the Stribild product labels. When darunavir is coadministered with ritonavir, it should not be administered with cobicistat or fixed dosed combination products containing cobicistat. Coadministration would be possible with unboosted darunavir (Prezista) in clinical situations requiring treatment intensification.&nbsp;",97708;97709;97709,"Cuando darunavir se coadministra con ritonavir, no debe administrarse con cobicistat o productos de combinación de dosis fija que contengan cobicistatStribild (elvitegravir, cobicistat, emtricitabina, tenofovir-DF) está indicado para su uso como un régimen completo para el tratamiento de la infección por VIH 1, y en las etiquetas de los productos Stribild no se recomienda la administración conjunta con otros agentes antirretrovirales. La coadministración sería posible con darunavir sin refuerzo (Prezista)en situaciones clínicas que requieren intensificación del tratamiento.;Cuando darunavir se coadministra con ritonavir, no debe administrarse con cobicistat o productos de combinación de dosis fija que contengan cobicistatStribild (elvitegravir, cobicistat, emtricitabina, tenofovir-DF) está indicado para su uso como un régimen completo para el tratamiento de la infección por VIH 1, y en las etiquetas de los productos Stribild no se recomienda la administración conjunta con otros agentes antirretrovirales. La coadministración sería posible con darunavir sin refuerzo (Prezista) en situaciones clínicas que requieren intensificación del tratamiento."
