Summary_EN,Lista de Ids,Lista de Traducciones
Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. No significant metabolism of doxycycline occurs and it is cleared intact by renal and biliary mechanisms.,81787;99250;99250,"Não foi estudada a coadministração, mas é improvável uma interação medicamentosa clinicamente relevante baseada no metabolismo e na depuração. Não ocorre metabolismo significativo da doxiciclina; depura-se intata pelos mecanismos renais e biliares.;Não foi estudada a coadministração, mas é improvável uma interação clinicamente significativa baseada no metabolismo e na depuração. Não ocorre metabolismo significativo da doxiciclina; depura-se intata pelos mecanismos renais e biliares."
Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Ertapenem is mainly eliminated through the kidneys by glomerular filtration with tubular secretion playing a minor role.,81788;97117;97117,"Não foi estudada a coadministração, mas é improvável uma interação medicamentosa clinicamente significativa baseada no metabolismo e na depuração. O ertapeném é eliminado principalmente pelos rins via filtração glomerular com secreção tubular, desempenhando um papel menor.;Não foi estudada a coadministração, mas é improvável uma interação medicamentosa relevante baseada no metabolismo e na depuração. O ertapeném é eliminado principalmente pelos rins via filtração glomerular com secreção tubular, desempenhando um papel menor. "
Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Dose Descovy according to the concomitant antiretroviral.&nbsp;,87447;120632,"Não foi estudada a coadministração, mas é improvável uma interação clinicamente significativa baseada no metabolismo e na depuração. Administrar o Descovy conforme o antirretroviral concomitante.;A coadministração não foi estudada, mas com base no metabolismo e no clearance, é pouco provável uma interação clinicamente significativa. Calcular a dose de Descovy de acordo com o antiretroviral concomitante.&nbsp;"
Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely as pregabalin is cleared mainly by glomerular filtration.&nbsp;,88817;93352;93352,"Não foi estudada a coadministração, mas é improvável uma interação medicamentosa clinicamente relevante baseada no metabolismo e na depuração, já que a pregabalina é depurada principalmente pela filtração glomerular;Não foi estudada a coadministração, mas é improvável uma interação clinicamente significativa baseada no metabolismo e na depuração já que a pregabalina é depurada principalmente pela filtração glomerular. "
Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely as vigabatrin is cleared mainly by glomerular filtration.&nbsp;,88820;93354;93354,"Não foi estudada a coadministração, mas é improvável uma interação medicamentosa clinicamente relevante baseada no metabolismo e na depuração, já que o vigabatrina é depurado principalmente pela filtração glomerular.;Não foi estudada a coadministração, mas é improvável uma interação clinicamente significativa baseada no metabolismo e na depuração já que o vigabatrina é depurado principalmente pela filtração glomerular. "
"Coadministration has not been studied but based on metabolism and clearance a pharmacokinetic interaction is unlikely as pimozide is mainly metabolized by CYP3A4. Rilpivirine at a dose of 25 mg once daily is unlikely to have a clinically relevant effect on the exposure of medicinal products metabolised by CYP enzymes. Rilpivirine has been associated with prolongation of the QTc interval at supra-therapeutic doses but these are unlikely to occur during coadministration with pimozide. However, given the QT prolongation risk associated with pimozide, caution is recommended.",88929;77556;77556,"Não foi estudada a coadministração, mas é improvável uma interação farmacocinética baseada no metabolismo e na depuração, já que a pimozida é metabolizada principalmente pelo CYP3A4. É improvável que a rilpivirina na dose de 25 mg uma vez ao dia surta um efeito clinicamente relevante na exposição dos produtos medicinais metabolizados pelas enzimas do CYP. Contudo, coadministrar com cautela a rilpivirina com um medicamento com um risco conhecido de Torsade de Pointes. Em indivíduos saudáveis, foi mostrado que doses supraterapêuticas da rilpivirina (75 mg uma vez ao dia e 300 mg uma vez ao dia) prolongam o intervalo QTc. A emtricitabina e o tenofovir alafenamida não interagem com a eliminação da pimozida. ;Não foi estudada a coadministração, mas é improvável uma interação farmacocinética baseada no metabolismo e na depuração, já que o pimozida é metabolizado principalmente pelo CYP3A4. É improvável que uma dose de 25 mg uma vez ao dia da rilpivirina surta um efeito clinicamente relevante na exposição dos medicamentos metabolizados pelas enzimas do CYP. Contudo, a rilpivirina deveria ser administrada com cautela ao ser coadministrada com um medicamento que tem o risco conhecido de Torsade de Pointes. Nos pacientes saudáveis, foi demonstrado que as doses supraterapêuticas da rilpivirina (75 mg uma vez ao dia e 300 mg uma vez ao dia) prolongam o intervalo QT. "
"Coadministration has not been studied but based on metabolism and clearance a pharmacokinetic interaction is unlikely. Sulpiride is mainly excreted in the urine and faeces as unchanged drug. Rilpivirine has been associated with prolongation of the QTc interval at supra-therapeutic doses but these are unlikely to occur during coadministration with sulpiride. However, given the QT prolongation risk associated with sulpiride, caution is recommended.",88933;77740,"Não foi estudada a coadministração, mas é improvável uma interação farmacocinética baseada no metabolismo e na depuração. O sulpirida é principalmente excretado na urina e nas fezes como medicamento sem alterações. Contudo, coadministrar com cautela a rilpivirina com um medicamento com um risco conhecido de Torsade de Pointes. Em indivíduos saudáveis, foi mostrado que doses supraterapêuticas da rilpivirina (75 mg uma vez ao dia e 300 mg uma vez ao dia) prolongam o intervalo QTc. ;Não foi estudada a coadministração, mas é improvável uma interação farmacocinética baseada no metabolismo e na depuração. O sulpirida é excretado principalmente na urina e nas fezes, como medicamento sem alterações. Contudo, a rilpivirina deveria ser coadministrada com cautela com um medicamento com um risco conhecido de Torsade de Pointes.  Em indivíduos saudáveis, as doses supraterapêuticas da rilpivirina (75 mg uma vez ao dia e 300 mg uma vez ao dia) mostraram que prolongam o intervalo QTc."
"Coadministration has not been studied but based on metabolism and clearance a pharmacokinetic interaction is unlikely. Ondansetron is metabolized mainly by CYP1A2 and CYP3A4 and to a lesser extent by CYP2D6. Rilpivirine at a dose of 25 mg once daily is unlikely to have a clinically relevant effect on the exposure of medicinal products metabolised by CYP enzymes. Rilpivirine has been associated with prolongation of the QTc interval at supra-therapeutic doses but these are unlikely to occur during coadministration with ondansetron. However, given the QT prolongation risk associated with ondansetron, caution is recommended.",89130;77770;77770,"Não foi estudada a coadministração, mas é improvável uma interação farmacocinética baseada no metabolismo e na depuração. A ondansetrona é metabolizada principalmente pelos CYP1A2 e CYP3A4 e, em menor grau, pelo CYP2D6. É improvável que a rilpivirina na dose de 25 mg uma vez ao dia surta um efeito clinicamente relevante na exposição dos produtos medicinais metabolizados pelas enzimas do CYP. Contudo, a ondansetrona pode prolongar o intervalo QT e em indivíduos saudáveis, foi mostrado que doses supraterapêuticas da rilpivirina (75 mg uma vez ao dia e 300 mg uma vez ao dia) prolongam o intervalo QTc. A granisetrona deveria ser administrada com cautela com medicamentos conhecidos por prolongaremem o intervalo QT. A emtricitabina e o tenofovir alafenamida não interagem com a via metabólica da ondansetrona.;Não foi estudada a coadministração, mas é improvável uma interação farmacocinética baseada no metabolismo e na depuração. A ondansetrona é metabolizada principalmente pelos CYP1A2 e CYP3A4 e, em menor grau, pelo CYP2D6. É improvável que a rilpivirina na dose de 25 mg uma vez ao dia surta um efeito clinicamente relevante na exposição dos produtos medicinais metabolizados pelas enzimas do CYP. Contudo, coadministrar com cautela a rilpivirina com um medicamento com um risco conhecido de Torsade de Pointes. Em indivíduos saudáveis, foi mostrado que doses supraterapêuticas da rilpivirina (75 mg uma vez ao dia e 300 mg uma vez ao dia) prolongam o intervalo QTc."
Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Gabapentin is cleared mainly by glomerular filtration.,103291;99303;99303,"Não foi estudada a coadministração, mas é improvável uma interação clinicamente relevante baseada no metabolismo e na depuração. A gabapentina é depurada principalmente pela filtração glomerular.;Não foi estudada a coadministração, mas é improvável uma interação clinicamente significativa baseada no metabolismo e na depuração. A gabapentina é depurada principalmente pela filtração glomerular."
"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Magnesium is eliminated in kidney, mainly by glomerular filtration.",96047;98873;98873,"Não foi estudada a coadministração, mas é improvável uma interação clinicamente significativa baseada no metabolismo e na depuração. O magnésio é eliminado no rim, principalmente pela filtração glomerular. ;Não foi estudada a coadministração, mas é improvável uma interação clinicamente significativa baseada no metabolismo e na depuração. O magnésio é eliminado no rim, principalmente pela filtração glomerular."
"Symtuza (darunavir, cobicistat, emtricitabine, tenofovir alafenamide) is indicated for use as a complete regimen for the treatment of HIV-1 infection. However, in specific clinical situations where an intensification of HIV treatment is needed, coadministration with dolutegravir would be possible from a pharmacokinetic standpoint. Coadministration of dolutegravir (50 mg once daily) and darunavir/cobicistat (800/150 mg once daily) decreased dolutegravir Cmax, AUC, and C24 by 11%, 16% and 19%, respectively (n=9). Darunavir Cmax, AUC, and C24 decreased 21%, 13% and 18%, respectively, and cobicistat Cmax, AUC and C24h decreased by 14%, 12% and 2%, respectively. Coadministration of dolutegravir (50 mg once daily) with emtricitabine/tenofovir alafenamide (200/10 mg, once daily) increased tenofovir AUC and Cmax by 25% and 10% (n=10). No significant effects were observed on dolutegravir pharmacokinetics relative to historical controls.",99070;98635;98635,"O Symtuza é indicado para utilizar como um regime completo para o tratamento da infeção do HIV/AIDS-1 e não deveria ser administrado com os outros antirretrovirais. Contudo, em situações clínicas específicas nas quais seja necessária uma intensificação do tratamento para o HIV/Aids, a coadministração com o dolutegravir seria possível do ponto de vista da farmacocinética.  ;O Symtuza é indicado para utilizar como um regime completo para o tratamento da infeção do HIV/AIDS-1 e não deveria ser administrado com os outros antirretrovirais. Contudo, em situações clínicas específicas nas quais seja necessária uma intensificação do tratamento para o HIV/Aids, a coadministração com o dolutegravir seria possível do ponto de vista da farmacocinética. "
"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Denosumab is not eliminated via hepatic metabolism but follows the immunoglobulin clearance pathway. (Note, caution is required if given with calcium supplements as dolutegravir may be subject to chelation by high concentrations of divalent cations which may result in reduced dolutegravir concentrations.)",99786;85855;85855,"Não foi estudada a coadministração, mas é improvável uma interação clinicamente significativa baseada no metabolismo e na depuração. O denosumabe não é eliminado pelo metabolismo hepático, mas segue a via de depuração da imunoglobulina. (Obs.: administrar com cautela se administrado com os suplementos de cálcio já que o dolutegravir pode estar sujeito à quelação por causa das altas concentrações dos cátions divalentes que podem causar uma redução das concentrações do dolutegravir).;Não foi estudada a coadministração, mas é improvável uma interação farmacocinética clinicamente significativa baseada no metabolismo e na depuração. O denosumabe não é eliminado pelo metabolismo hepático, mas segue a via de depuração da imunoglobulina. (Obs.: administrar com cautela se administrado com os suplementos de cálcio já que o dolutegravir pode estar sujeito à quelação por causa das altas concentrações dos cátions divalentes que podem causar uma redução das concentrações do dolutegravir)."
"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Benznidazole undergoes non-CYP mediated metabolism and partly CYP mediated metabolism. Renal elimination of unchanged benznidazole appears to be minimal and there is little potential for an interaction via competition for renal elimination pathways. A case study of a patient taking an antiretroviral regimen of tenofovir-DF, emtricitabine and raltegravir reported no clinical or laboratory adverse events when the patient received benznidazole 5 mg/kg daily for 90 days. At the end of treatment, the patient’s viral load remained undetectable, and CD4 count was maintained.",96523;78527;78527,"Não foi estudada a coadministração, mas é improvável uma interação clinicamente significativa baseada no metabolismo e na depuração. A eliminação renal do benznidazol sem alterações parece ser mínima; há um pequeno potencial de interação com a emtricitabina e o tenofovir pela concorrência para as vias de eliminação renal. O estudo de caso de um paciente que recebia um tratamento antirretroviral do tenofovir-DF, emtricitabina e raltegravir não informou eventos adversos clínicos ou de laboratório ao receber o paciente 5 mg/kg diários do benznidazol durante 90 dias. No final do tratamento, a carga viral do paciente permaneceu indetectável e a contagem do CD4 foi mantida.;Não foi estudada a coadministração, mas é improvável uma interação clinicamente significativa baseada no metabolismo e na depuração. A eliminação renal do benznidazol sem alterações parece ser mínima; há um pequeno potencial de interação com o tenofovir-DF pela concorrência para as vias de eliminação renal. O estudo de caso de um paciente que recebia um tratamento antirretroviral do tenofovir-DF, emtricitabina e raltegravir não informou eventos adversos clínicos ou de laboratório quando o paciente recebeu 5 mg/kg diários de benznidazol durante 90 dias. No final do tratamento, a carga viral do paciente permaneceu indetectável e a contagem do CD4 foi mantida. "
"Coadministration is not recommended as significant reductions in exposure and Cmin were observed for both amprenavir and raltegravir (especially when given with food) and may result in virological failure. Appropriate doses of the combination with respect to safety and efficacy have not been established. Coadminisitration of twice daily fosamprenavir/ritonavir and raltegravir without food decreased amprenavir Cmax, AUC and Cmin by 14%, 16%, and 19%; raltegravir Cmax, AUC and Cmin decreased by 51%, 55% and 36%. When given with food, amprenavir Cmax, AUC and Cmin decreased by 25%, 25%, and 33%; raltegravir Cmax, AUC and Cmin decreased by 56%, 54% and 54%. Coadministration of unboosted fosamprenavir (1400 mg twice daily) and raltegravir decreased amprenavir Cmax, AUC and Cmin by 27%, 36% and 43% in the fasting state and by 15%, 17% and 32% with food. Coadministration of once daily fosamprenavir/ritonavir (1400/100 mg) without food decreased amprenavir Cmax, AUC and Cmin by 18%, 24% and 50%. When the same doses were given with food, amprenavir Cmax and AUC increased by 27% and 13% but Cmin decreased by 17%.",70566;70261,"Não é recomendada a coadministração já que foram observadas reduções na exposição e na Cmín para o amprenavir e o raltegravir (especialmente ao ser administrado com comida) e pode causar fracasso virológico. Não foram estabelecidas as doses apropriadas da combinação com relação à segurança e à eficácia. A coadministração do fosamprenavir/ritonavir duas vezes ao dia e do raltegravir sem alimentos diminuiu 14%, 16% e 19% a Cmáx, a AUC e a Cmín do amprenavir; a Cmáx, a AUC e Cmín do raltegravir diminuíram 51%, 55% e 36%. Ao ser administrado com alimentos, a Cmáx, a AUC e a Cmín do amprenavir diminuíram 25%, 25% e 33%; a Cmáx, a AUC e a Cmín do raltegravir diminuíram 56%, 54% e 54%. A coadministração do fosamprenavir não potenciado (1400 mg duas vezes ao dia) com o raltegravir diminuiu 27%, 36% e 43% a Cmáx, a AUC e a Cmín do amprenavir em jejum, e 15%, 17% e 32% com alimentos. A coadministração do fosamprenavir/ritonavir (1400/100 mg) uma vez ao dia sem alimentos diminuiu 18%, 24% e 50% a Cmáx, a AUC e a Cmín do amprenavir. Ao ser administradas as mesmas doses com alimentos, a Cmáx e a AUC do amprenavir aumentaram 27% e 13%, mas a Cmín diminuiu 17%.;Não é recomendada a coadministração, já que foram observadas reduções significativas na exposição e na Cmín para ambos o amprenavir e o raltegravir (especialmente ao administrar com a comida) e pode causar fracasso virológico. Não foram estabelecidas as doses apropriadas da combinação com relação à segurança e à eficácia. A coadministração do fosamprenavir/ritonavir duas vezes ao dia com o raltegravir sem comida diminuiu a Cmáx, a AUC e a Cmín do amprenavir 14%, 16% e 19%; a Cmáx, a AUC e a Cmín do raltegravir diminuíram 51%, 55% e 36%. Ao ser administrado com a comida, a Cmáx, a AUC e a Cmáx do amprenavir diminuíram 25%, 25% e 33%; a Cmáx, a AUC e a Cmín do raltegravir diminuíram 56%, 54% e 54%. A coadministração do fosamprenavir não potenciado (1400 mg duas vezes ao dia) com o raltegravir diminui 27%, 36% e 43% a Cmáx, a AUC e a Cmín do amprenavir em jejum e 15%, 17% e 32% com a comida. A coadministração do fosamprenavir/ritonavir uma vez ao dia (1400/100 mg) sem a comida diminui 18%, 24% e 50% a Cmáx, a AUC e a Cmín do amprenavir. Ao administrar as mesmas doses com a comida, a Cmáx e a AUC do amprenavir aumentaram 27% e 13%, mas a Cmín diminuiu 17%."
"Stribild (elvitegravir, cobicistat, emtricitabine, tenofovir-DF) is indicated for use as a complete regimen for the treatment of HIV 1 infection. However, in specific clinical situations where an intensification of HIV treatment is needed, coadministration with albuvirtide would be possible from a pharmacokinetic standpoint. Based on studies with lopinavir/ritonavir, concentrations of elvitegravir/cobicistat may decrease but this effect is not expected to be clinically relevant. An interaction with emtricitabine and tenofovir-DF is unlikely as albuvirtide is a peptide which is eliminated by catabolism to its constituent amino acids. Inhibition of metabolism by elvitegravir/cobicistat is unlikely to affect albuvirtide.",118396;118853,"Stribild (elvitegravir, cobicistat, emtricitabina, tenofovir-DF) é indicado para uso como um regime completo para o tratamento da infecção pelo HIV tipo 1 e não é recomendada, nas bulas de Stribild, a coadministração com outros agentes antiretrovirais. Entretanto, em situações clínicas específicas onde é necessária uma intensificação do tratamento do HIV, a coadministração com albuvirtide seria possível do ponto de vista farmacocinético. Com base em estudos com lopinavir/ritonavir, as concentrações de elvitegravir/cobicistat podem diminuir, mas não se espera que este efeito seja clinicamente relevante. Uma interação com a emtricitabina e o tenofovir-DF é pouco provável, pois o albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes. A inibição do metabolismo por elvitegravir/cobicistat dificilmente afetará o albuvirtide.;Stribild (elvitegravir, cobicistat, emtricitabina, tenofovir-DF) é indicado para uso como um regime completo para o tratamento da infecção pelo HIV tipo 1 e não é recomendada, nas bulas de Stribild, a coadministração com outros agentes antiretrovirais. Entretanto, em situações clínicas específicas onde é necessária uma intensificação do tratamento do HIV, a coadministração com albuvirtide seria possível do ponto de vista farmacocinético. Com base em estudos com lopinavir/ritonavir, as concentrações de elvitegravir/cobicistat podem diminuir, mas não se espera que este efeito seja clinicamente relevante. Uma interação com a emtricitabina e o tenofovir-DF é pouco provável, pois o albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes. É pouco provável que a inibição do metabolismo por elvitegravir/cobicistat afete o albuvirtide."
"Juluca (dolutegravir/rilpivirine) is indicated for use as a complete regimen for the treatment of HIV-1 infection. However, in specific clinical situations where an intensification of HIV treatment is needed, coadministration with albuvirtide would be possible from a pharmacokinetic standpoint. Dolutegravir is metabolized by UGT1A1, with some contribution from CYP3A. Rilpivirine is metabolized primarily by CYP3A with potential contribution from CYP2C19. Albuvirtide is a peptide which is eliminated by catabolism to its constituent amino acids. In vitro human microsomal studies and limited in vivo drug-drug interaction data indicate that albuvirtide has no inhibiting or inducing properties on P450 enzymes.",118851;118394,"Juluca (dolutegravir/rilpivirina) é indicado para uso como um regime completo para o tratamento da infecção pelo HIV tipo 1 e não é recomendada, nas bulas de Juluca, a coadministração com outros agentes antiretrovirais. Entretanto, em situações clínicas específicas onde é necessária uma intensificação do tratamento do HIV, a coadministração com albuvirtide seria possível do ponto de vista farmacocinético. O dolutegravir é metabolizado pela UGT1A1, com alguma contribuição da CYP3A. A rilpivirina é principalmente metabolizada pela CYP3A, com alguma potencial contribuição da CYP2C19. O albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes. Estudos in vitro de microssomal humano e dados limitados de interação entre medicamentos, in vivo, indicam que o albuvirtide não tem propriedades inibidoras ou indutoras sobre as enzimas do P450.;Juluca (dolutegravir/rilpivirina) é indicado para uso como um regime completo para o tratamento da infecção pelo HIV tipo 1 e não é recomendada, nas bulas de Juluca, a coadministração com outros agentes antiretrovirais. Entretanto, em situações clínicas específicas onde é necessária uma intensificação do tratamento do HIV, a coadministração com albuvirtide seria possível do ponto de vista farmacocinético. O dolutegravir é metabolizado pela UGT1A1, com alguma contribuição da CYP3A. A rilpivirina é essencialmente metabolizada pela CYP3A, com alguma potencial contribuição da CYP2C19. O albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes. Estudos in vitro de microssomal humano e dados limitados de interação entre medicamentos, in vivo, indicam que o albuvirtide não tem propriedades inibidoras ou indutoras sobre as enzimas do P450."
Coadministration has not been studied. The metabolism of periciazine has not been well characterized but is likely to involve CYP2D6. Coadministration could potentially increase periciazine concentrations although to a moderate extent. Caution is needed when combining these drugs as cardiac conduction abnormalities may be seen with periciazine.,84562;84563;84563,"Não foi estudada a coadministração. O metabolismo da periciazina não foi bem descrito, mas é provável que envolva o CYP2D6. A coadministração poderia potencialmente aumentar as concentrações da periciazina ainda que de maneira moderada. Podem ser vistas anormalidades de condução cardíaca, incluindo o prolongamento do QT com a perazina e o RCM Europeu aconselha cautela para o lopinavir prescrito conjuntamente com medicamentos conhecidos por induzirem em o prolongamento do intervalo QT.;Não foi estudada a coadministração. O metabolismo da periciazina não foi bem caraterizada, mas é provável que envolva o CYP2D6. A coadministração poderia potencialmente aumentar as concentrações da periciazina, ainda que de maneira moderada. Podem ser vistas anormalidades de condução cardíaca, incluindo o prolongamento do QT com a perazina e o saquinavir é contraindicado nos pacientes que recebem tratamento concomitante com outros medicamentos que prolongam o intervalo QT."
"Coadministration has not been studied but based on metabolism and clearance a pharmacokinetic interaction is unlikely as sevoflurane is almost exclusively eliminated unchanged by the lungs. Rilpivirine has been associated with prolongation of the QTc interval at supra-therapeutic doses but these are unlikely to occur during coadministration with sevoflurane. However, given the QT prolongation risk associated with sevoflurane, caution is recommended.",88690;77974;77974,"Não foi estudada a coadministração, mas é improvável uma interação farmacocinética clinicamente significativa baseada no metabolismo e na depuração, já que o sevoflurano é quase exclusivamente eliminado sem alterações pelos pulmões. Contudo, coadministrar com cautela devido ao risco do prolongamento do QT com a rilpivirina e o sevoflurano.;Não foi estudada a coadministração, mas é improvável uma interação farmacocinética baseada no metabolismo e na depuração, já que o sevoflurano é quase exclusivamente eliminado sem alterações pelos pulmões. Contudo, administrar com cautela ao administrar ambos os medicamentos, devido ao risco do prolongamento QT."
"Juluca (dolutegravir/rilpivirine) and Symtuza (darunavir, cobicistat, emtricitabine, tenofovir alafenamide) are both indicated for use as complete regimens for the treatment of HIV-1 infection. However, in specific clinical situations where an intensification of HIV treatment is needed, coadministration would be possible from a pharmacokinetic standpoint as no clinically relevant drug-drug interactions are expected.&nbsp;",101420;101421;101421,"O Symtuza é indicado para utilizar como um regime completo para o tratamento da infeção do HIV/Aids-1 e não deveria ser administrado com outros antirretrovirais. Contudo, em situações clínicas específicas, nas quais é necessária a intensificação do tratamento do HIV/Aids, a coadministração com o dolutegravir/rilpivirina seria possível desde uma posição farmacocinética, já que não se espera uma interação medicamentosa clinicamente relevante. ;O Symtuza é indicado para utilizar como um regime completo para o tratamento da infeção do HIV/Aids-1 e não deveria ser administrado com outros antirretrovirais. Contudo, em situações clínicas específicas, nas quais é necessária a intensificação do tratamento do HIV/Aids, a coadministração com o dolutegravir/rilpivirina seria possível do ponto de vista farmacocinético, já que não se espera uma interação medicamentosa clinicamente relevante. "
"Delstrigo (doravirine, lamivudine, tenofovir-DF) is indicated for use as a complete regimen for the treatment of HIV-1 infection and coadministration with other antiretroviral agents is not recommended in Delstrigo product labels. If intensification of HIV treatment is needed, alternatives to fosamprenavir should be considered as appropriate doses of this combination with respect to safety, efficacy and pharmacokinetics of fosamprenavir have not been established.",100496;100996;100996,"O Delstrigo (doravirina, lamivudina, tenofovir-DF) é indicado para usar como um regime completo para o tratamento da infeção do HIV/AIDS-1; não é recomendada a coadministração com os outros antirretrovirais nas bulas do produto Delstrigo. Contudo, em situações clínicas específicas nas quais seja necessária uma intensificação do tratamento para o HIV/Aids, a coadministração com o fosamprenavir seria possível do ponto de vista da farmacocinética. A coadministração com o ritonavir aumentou 3,5 vezes e 2,9 vezes a AUC e a Cmín da doravirina. Não é requerido o ajuste da dose da doravirina já que os estudos de fase I mostraram uma boa tolerabilidade da doravirina, com um aumento de até 3- 4 vezes na exposição. Não foi observada uma interação clinicamente significativa com o tenofovir-DF (300 mg uma vez ao dia) e o fosamprenavir/ritonavir (700/100 mg duas vezes ao dia). Não é necessário ajustar a dose. Foi relatado um risco maior de insuficiência renal nos pacientes que receberam o tenofovir-DF combinado com um inibidor da protease potenciado pelo ritonavir. É requerido o monitoramento de perto da função renal nestes pacientes. ;O Delstrigo (doravirina, lamivudina, tenofovir-DF) é indicado para usar como um regime completo para o tratamento da infeção do HIV/Aids-1; e não é recomendada a coadministração com os outros antirretrovirais nas bulas do produto Delstrigo. Contudo, em situações clínicas específicas nas quais seja necessária uma intensificação do tratamento para o HIV/Aids, a coadministração com o fosamprevir/r seria possível do ponto de vista farmacocinético. A coadministração com o ritonavir aumentou 3,5 vezes e 2,9 vezes a AUC e a Cmín da doravirina. não é necessário o ajuste da dose da doravirina já que os estudos de fase I mostraram uma boa tolerabilidade da doravirina, com um aumento até 3-4 vezes na exposição. Não foi observada interação clinicamente significativa com o tenofovir-DF (300 mg uma vez ao dia) com o fosamprenavir/ritonavir (700/100 mg duas vezes ao dia). Não é necessário o ajuste da dose. Foi relatado um maior risco de insuficiência renal em pacientes que recebem o tenofovir-DF em combinação com um inibidor da protease potenciado com o ritonavir. É necessário o monitoramento de perto da função renal nestes pacientes. "
"Triumeq (dolutegravir, abacavir, lamivudine) can be used as a complete regimen for the treatment of HIV-1 infection. However, in specific clinical situations where an intensification of HIV treatment is needed, the coadministration with albuvirtide would be possible from a pharmacokinetic standpoint.&nbsp;Dolutegravir is metabolized by UGT1A1, with some contribution from CYP3A, abacavir is metabolized by alcohol dehydrogenase and UGTs, and lamivudine is eliminated renally. In vitro human microsomal studies and limited in vivo drug-drug interaction data indicate that albuvirtide has no inhibiting or inducing properties on P450 enzymes. Albuvirtide is a peptide which is eliminated by catabolism to its constituent amino acids.",118849;118392,"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. O dolutegravir é metabolizado pela UGT1A1, com alguma contribuição de CYP3A, o abacavir é metabolizado por álcool desidrogenase e UGTs, e a lamivudina é eliminada renalmente. Estudos in vitro de microssomal humano e dados limitados de interação entre medicamentos, in vivo, indicam que o albuvirtide não tem propriedades inibidoras ou indutoras sobre as enzimas do P450. O albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes.;A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. O dolutegravir é metabolizado pela UGT1A1, com alguma contribuição de CYP3A, o abacavir é metabolizado por álcool desidrogenase e UGTs, e a lamivudina é eliminada renalmente. Estudos in vitro de microssomal humano e dados limitados de interação entre medicamentos, in vivo, indicam que o albuvirtide não tem propriedades inibidoras ou indutoras sobre as enzimas do P450. O albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes. "
"Juluca (dolutegravir/rilpivirine) is indicated for use as a complete regimen for the treatment of HIV-1 infection. However, in specific clinical situations where an intensification of HIV treatment is needed, coadministration with emtricitabine/tenofovir alafenamide would be possible from a pharmacokinetic standpoint. Coadministration of dolutegravir (50 mg once daily) with emtricitabine/tenofovir alafenamide (200/10 mg, once daily) increased tenofovir AUC and Cmax by 25% and 10% (n=10). No significant effects were observed on dolutegravir pharmacokinetics relative to historical controls. Coadministration of rilpivirine (25 mg once daily) and tenofovir alafenamide (25 mg once daily) had no significant effect on the pharmacokinetics of rilpivirine and tenofovir alafenamide. No interaction is expected with emtricitabine. When given with dolutegravir or rilpivirine, the recommended dose of Descovy (emtricitabine/tenofovir alafenamide) is 200/25 mg once daily.",99868;99452;99452,"O Juluca é indicado para utilizar como um regime completo para o tratamento da infeção do HIV/Aids-1 e não deveria ser administrado com outros antirretrovirais. Contudo, em situações clínicas específicas nas quais seja necessária uma intensificação do tratamento para o HIV/Aids, a coadministração com o Juluca seria possível do ponto de vista farmacocinético já que não se espera uma interação medicamentosa clinicamente relevante. Se for administrado com o dolutegravir ou a rilpivirina, a dose recomendada do Descovy (emtricitabina/tenofovir alafenamida) será 200/25 mg uma vez ao dia. ;O Juluca é indicado para utilizar como um regime completo para o tratamento da infeção do HIV/AIDS-1 e não deveria ser administrado com os outros antirretrovirais. Contudo, em situações clínicas específicas nas quais seja necessária uma intensificação do tratamento para o HIV/AIDS, a coadministração com o Juluca seria possível do ponto de vista farmacocinético já que não se espera uma interação medicamentosa clinicamente relevante. Se for administrado com o dolutegravir ou a rilpivirina, a dose recomendada do Descovy (emtricitabina/tenofovir alafenamida) será 200/25 mg uma vez ao dia. "
